Date ,State ,Total_Count,Male_Count,Female_Count,,,,
2021-02-22,Delaware,85090,40122,44866,,,,
2021-02-22,District of Columbia,39755,19065,20554,,,,
2021-02-22,Florida,1872923,880716,977828,,,,
2021-02-22,Georgia,804812,365567,427587,,,,
2021-02-22,Hawaii,26049,13822,12227,,,,
2021-02-22,Idaho,169150,80101,87250,,,,
2021-02-22,Illinois,1175655,550287,604140,,,,
2021-02-22,Indiana,656358,303894,347870,,,,
2021-02-22,Iowa,359910,133167,215946,,,,
2021-02-22,Kansas,291715,138304,150674,,,,
2021-02-22,Kentucky,396997,185834,206518,,,,
2021-02-22,Louisiana,424644,186843,237801,,,,
2021-02-22,Maine,43594,20789,22805,,,,
2021-02-22,Maryland,376966,179525,197441,,,,
2021-02-22,Massachussets,539644,0,0,,,,
2021-02-22,Michigan,581403,282034,296136,,,,
2021-02-22,Minnesota,479591,231347,246000,,,,
2021-02-22,Mississippi,290874,0,0,,,,
2021-02-22,Missouri,475348,216354,251418,,,,
2021-02-22,Montana,98810,47063,51586,,,,
2021-02-22,Nebraska,199045,92357,102508,,,,
2021-02-22,Nevada,291145,141788,149357,,,,
2021-02-22,New Hampshire,73413,35065,37207,,,,
2021-02-22,New Jersey,684902,330233,349456,,,,
2021-02-22,New Mexico,182789,85589,94066,,,,
2021-02-22,New York,1584931,765522,800390,,,,
2021-02-22,North Carolina,844770,392897,447351,,,,
2021-02-22,North Dakota,99312,47623,51686,,,,
2021-02-22,Ohio,955378,437925,507554,,,,
2021-02-22,Oklahoma,419853,197676,222160,,,,
2021-02-22,Oregon,153134,73642,77983,,,,
2021-02-22,Pennsylvania,915018,425682,484901,,,,
2021-02-22,Puerto Rico,91324,42254,49070,,,,
2021-02-22,Rhode Island,123980,52281,59574,,,,
2021-02-22,South Carolina,505589,219781,261325,,,,
2021-02-22,South Dakota,111334,53300,58034,,,,
2021-02-22,Tennessee,766089,354105,406239,,,,
2021-02-22,Texas,2251388,1467905,756466,,,,
2021-02-22,US Virgin Islands,2579,1289,1177,,,,
2021-02-22,Utah,367073,182151,184454,,,,
2021-02-22,Vermont,14608,7171,7350,,,,
2021-02-22,Virginia,565270,268944,289122,,,,
2021-02-22,Washington,333794,160221,163559,,,,
2021-02-22,West Virginia,129854,60903,67415,,,,
2021-02-22,Wisconsin,612712,296191,315107,,,,
2021-02-22,Wyoming,45746,17658,18802,,,,
2021-03-01,Alabama,493769,218937,266734,,,,
2021-03-01,Alaska,55989,29086,26895,,,,
2021-03-01,Arizona,817821,392995,420868,,,,
2021-03-01,Arkansas,322415,150245,168945,,,,
2021-03-01,California,3479078,1659520,1767372,,,,
2021-03-01,Colorado,428303,208669,213081,,,,
2021-03-01,Connecticut,279946,132898,145856,,,,
2021-03-01,Delaware,87080,41051,45926,,,,
2021-03-01,District of Columbia,40684,19503,21042,,,,
2021-03-01,Florida,1910921,898664,997763,,,,
2021-03-01,Georgia,818516,371971,434877,,,,
2021-03-01,Hawaii,26361,14012,12349,,,,
2021-03-01,Idaho,171140,81071,88264,,,,
2021-03-01,Illinois,1187839,556264,610156,,,,
2021-03-01,Indiana,662213,306605,350311,,,,
2021-03-01,Iowa,363843,134622,218306,,,,
2021-03-01,Kansas,294302,139779,152115,,,,
2021-03-01,Kentucky,404622,189646,210242,,,,
2021-03-01,Louisiana,430504,189422,241082,,,,
2021-03-01,Maine,44762,21350,23412,,,,
2021-03-01,Maryland,382702,182476,200226,,,,
2021-03-01,Massachussets,550302,0,0,,,,
2021-03-01,Michigan,589150,285953,299979,,,,
2021-03-01,Minnesota,485230,234299,248691,,,,
2021-03-01,Mississippi,294994,0,0,,,,
2021-03-01,Missouri,478416,217928,253016,,,,
2021-03-01,Montana,100003,47712,52203,,,,
2021-03-01,Nebraska,200946,93239,103487,,,,
2021-03-01,Nevada,293980,143168,150812,,,,
2021-03-01,New Hampshire,75424,36089,38173,,,,
2021-03-01,New Jersey,701725,338661,357950,,,,
2021-03-01,New Mexico,185132,86809,95117,,,,
2021-03-01,New York,1636680,790516,828160,,,,
2021-03-01,North Carolina,862170,401399,456356,,,,
2021-03-01,North Dakota,99852,47912,51939,,,,
2021-03-01,Ohio,968874,444256,514610,,,,
2021-03-01,Oklahoma,424888,200101,224772,,,,
2021-03-01,Oregon,154878,74514,78827,,,,
2021-03-01,Pennsylvania,933270,434814,493874,,,,
2021-03-01,Puerto Rico,91324,42254,49070,,,,
2021-03-01,Rhode Island,126588,53310,60628,,,,
2021-03-01,South Carolina,517976,225647,268010,,,,
2021-03-01,South Dakota,112470,53850,58620,,,,
2021-03-01,Tennessee,775004,358278,410817,,,,
2021-03-01,Texas,2287135,1495786,763903,,,,
2021-03-01,US Virgin Islands,2646,1311,1220,,,,
2021-03-01,Utah,371492,184433,186583,,,,
2021-03-01,Vermont,15284,7555,7641,,,,
2021-03-01,Virginia,577174,274925,295169,,,,
2021-03-01,Washington,339773,163091,166489,,,,
2021-03-01,West Virginia,132048,61953,68525,,,,
2021-03-01,Wisconsin,617700,298716,317584,,,,
2021-03-01,Wyoming,46076,17785,18937,,,,
2021-03-08,Alabama,500092,221791,270100,,,,
2021-03-08,Alaska,56886,29583,27291,,,,
2021-03-08,Arizona,827237,397477,425805,,,,
2021-03-08,Arkansas,324818,151365,170205,,,,
2021-03-08,California,3501394,1670165,1778708,,,,
2021-03-08,Colorado,436602,212843,217166,,,,
2021-03-08,Connecticut,285330,135563,148563,,,,
2021-03-08,Delaware,88563,41726,46734,,,,
2021-03-08,District of Columbia,41579,19915,21516,,,,
2021-03-08,Florida,1944995,914783,1015662,,,,
2021-03-08,Georgia,828336,376501,439889,,,,
2021-03-08,Hawaii,26707,14198,12509,,,,
2021-03-08,Idaho,172931,82040,89085,,,,
2021-03-08,Illinois,1199517,561973,615920,,,,
2021-03-08,Indiana,667736,309162,353232,,,,
2021-03-08,Iowa,367247,172606,187296,,,,
2021-03-08,Kansas,296451,141003,153341,,,,
2021-03-08,Kentucky,410709,192705,213240,,,,
2021-03-08,Louisiana,434289,191087,243202,,,,
2021-03-08,Maine,45926,21965,23961,,,,
2021-03-08,Maryland,388035,185046,202989,,,,
2021-03-08,Massachussets,559083,0,0,,,,
2021-03-08,Michigan,596054,289435,303330,,,,
2021-03-08,Minnesota,490483,237087,251134,,,,
2021-03-08,Mississippi,297651,0,0,,,,
2021-03-08,Missouri,480913,219212,254317,,,,
2021-03-08,Montana,100959,48170,52688,,,,
2021-03-08,Nebraska,203027,94408,104559,,,,
2021-03-08,Nevada,296393,144343,152050,,,,
2021-03-08,New Hampshire,76861,36859,38866,,,,
2021-03-08,New Jersey,722997,349220,368681,,,,
2021-03-08,New Mexico,186922,87665,96011,,,,
2021-03-08,New York,1686478,814569,853358,,,,
2021-03-08,North Carolina,874906,407554,463030,,,,
2021-03-08,North Dakota,100419,48180,52238,,,,
2021-03-08,Ohio,979725,449495,520132,,,,
2021-03-08,Oklahoma,429162,202114,227006,,,,
2021-03-08,Oregon,156884,75439,79860,,,,
2021-03-08,Pennsylvania,950161,443338,502237,,,,
2021-03-08,Puerto Rico,93114,43123,49991,,,,
2021-03-08,Rhode Island,128981,54324,61670,,,,
2021-03-08,South Carolina,526716,229797,272865,,,,
2021-03-08,South Dakota,113596,54461,59135,,,,
2021-03-08,Tennessee,783904,362531,415550,,,,
2021-03-08,Texas,2322728,1516741,778114,,,,
2021-03-08,US Virgin Islands,2714,1335,1258,,,,
2021-03-08,Utah,375109,186353,188285,,,,
2021-03-08,Vermont,16199,8098,8013,,,,
2021-03-08,Virginia,586592,279619,299977,,,,
2021-03-08,Washington,344532,165375,168821,,,,
2021-03-08,West Virginia,133627,62748,69307,,,,
2021-03-08,Wisconsin,621842,300789,319648,,,,
2021-03-08,Wyoming,46397,17956,19023,,,,
2021-03-15,Alabama,508229,225349,274494,,,,
2021-03-15,Alaska,57784,30086,27684,,,,
2021-03-15,Arizona,833381,400511,428977,,,,
2021-03-15,Arkansas,326943,152355,171318,,,,
2021-03-15,California,3528795,1686764,1792628,,,,
2021-03-15,Colorado,443968,216612,220741,,,,
2021-03-15,Connecticut,290577,138145,151192,,,,
2021-03-15,Delaware,90381,42616,47659,,,,
2021-03-15,District of Columbia,42623,20402,22067,,,,
2021-03-15,Florida,1976808,929683,1032085,,,,
2021-03-15,Georgia,835484,380003,443478,,,,
2021-03-15,Hawaii,27030,14378,12652,,,,
2021-03-15,Idaho,175236,83216,90207,,,,
2021-03-15,Illinois,1210113,567242,621113,,,,
2021-03-15,Indiana,672967,311584,356000,,,,
2021-03-15,Iowa,370891,174319,189154,,,,
2021-03-15,Kansas,298218,142174,154556,,,,
2021-03-15,Kentucky,416215,195496,215891,,,,
2021-03-15,Louisiana,437565,192529,245036,,,,
2021-03-15,Maine,47199,22639,24560,,,,
2021-03-15,Maryland,394058,188083,205975,,,,
2021-03-15,Massachussets,568616,0,0,,,,
2021-03-15,Michigan,607437,295203,308840,,,,
2021-03-15,Minnesota,498218,241027,254832,,,,
2021-03-15,Mississippi,300881,0,0,,,,
2021-03-15,Missouri,483748,220631,255791,,,,
2021-03-15,Montana,101933,48667,53159,,,,
2021-03-15,Nebraska,204753,95210,105448,,,,
2021-03-15,Nevada,299287,145753,153534,,,,
2021-03-15,New Hampshire,78615,37765,39686,,,,
2021-03-15,New Jersey,742051,358588,378349,,,,
2021-03-15,New Mexico,188311,88438,96818,,,,
2021-03-15,New York,1734213,837625,877512,,,,
2021-03-15,North Carolina,886218,412980,469047,,,,
2021-03-15,North Dakota,101001,48471,52530,,,,
2021-03-15,Ohio,990340,454702,525509,,,,
2021-03-15,Oklahoma,432793,203947,228818,,,,
2021-03-15,Oregon,159037,76523,80916,,,,
2021-03-15,Pennsylvania,967598,452039,510949,,,,
2021-03-15,Puerto Rico,93983,43565,50418,,,,
2021-03-15,Rhode Island,131487,55377,62722,,,,
2021-03-15,South Carolina,534188,233508,277167,,,,
2021-03-15,South Dakota,114649,54996,59653,,,,
2021-03-15,Tennessee,789652,365400,418697,,,,
2021-03-15,Texas,2345024,1531301,785583,,,,
2021-03-15,US Virgin Islands,2761,1354,1286,,,,
2021-03-15,Utah,378600,188163,189969,,,,
2021-03-15,Vermont,16992,8517,8387,,,,
2021-03-15,Virginia,595865,284218,304751,,,,
2021-03-15,Washington,349425,167724,171218,,,,
2021-03-15,West Virginia,135678,63774,70302,,,,
2021-03-15,Wisconsin,625690,302670,321619,,,,
2021-03-15,Wyoming,46714,18125,19199,,,,
2021-03-22,Alabama,511779,226923,276412,,,,
2021-03-22,Alaska,58645,30523,28103,,,,
2021-03-22,Arizona,836737,402306,430626,,,,
2021-03-22,Arkansas,328655,153153,172544,,,,
2021-03-22,California,3547278,1695599,1802017,,,,
2021-03-22,Colorado,450630,219998,224008,,,,
2021-03-22,Connecticut,296691,141212,154183,,,,
2021-03-22,Delaware,92429,43624,48701,,,,
2021-03-22,District of Columbia,43229,20715,22418,,,,
2021-03-22,Florida,2008349,944220,1048673,,,,
2021-03-22,Georgia,843141,383662,447449,,,,
2021-03-22,Hawaii,27385,14565,12820,,,,
2021-03-22,Idaho,177420,84309,91295,,,,
2021-03-22,Illinois,1223083,573522,627749,,,,
2021-03-22,Indiana,678416,314785,358882,,,,
2021-03-22,Iowa,373866,175717,190672,,,,
2021-03-22,Kansas,300125,143365,155821,,,,
2021-03-22,Kentucky,420828,197789,218241,,,,
2021-03-22,Louisiana,439737,193484,246253,,,,
2021-03-22,Maine,48642,23383,25259,,,,
2021-03-22,Maryland,400705,191379,209326,,,,
2021-03-22,Massachussets,579580,0,0,,,,
2021-03-22,Michigan,624811,303962,317312,,,,
2021-03-22,Minnesota,506376,245216,258791,,,,
2021-03-22,Mississippi,302932,0,0,,,,
2021-03-22,Missouri,486170,221770,257103,,,,
2021-03-22,Montana,103098,49324,53701,,,,
2021-03-22,Nebraska,206571,96056,106177,,,,
2021-03-22,Nevada,301334,146750,154584,,,,
2021-03-22,New Hampshire,80543,38767,40617,,,,
2021-03-22,New Jersey,767583,370980,391510,,,,
2021-03-22,New Mexico,189731,89141,97538,,,,
2021-03-22,New York,1787677,863448,902777,,,,
2021-03-22,North Carolina,898102,418648,475305,,,,
2021-03-22,North Dakota,101701,48851,52847,,,,
2021-03-22,Ohio,1001194,459864,531108,,,,
2021-03-22,Oklahoma,432793,203947,228818,,,,
2021-03-22,Oregon,160994,77471,81898,,,,
2021-03-22,Pennsylvania,988435,462138,521635,,,,
2021-03-22,Puerto Rico,95477,44282,51195,,,,
2021-03-22,Rhode Island,134039,56530,63843,,,,
2021-03-22,South Carolina,542203,238030,282228,,,,
2021-03-22,South Dakota,115972,55620,60352,,,,
2021-03-22,Tennessee,798621,369600,423434,,,,
2021-03-22,Texas,2366494,1545321,792775,,,,
2021-03-22,US Virgin Islands,2767,1354,1292,,,,
2021-03-22,Utah,381788,189740,191579,,,,
2021-03-22,Vermont,17839,8969,8784,,,,
2021-03-22,Virginia,605967,289155,309866,,,,
2021-03-22,Washington,354782,170295,173843,,,,
2021-03-22,West Virginia,138102,64983,71494,,,,
2021-03-22,Wisconsin,629787,304741,323635,,,,
2021-03-22,Wyoming,47069,18263,19345,,,,
2021-03-29,Alabama,514619,228182,277946,,,,
2021-03-29,Alaska,59710,31077,28607,,,,
2021-03-29,Arizona,840492,404247,432477,,,,
2021-03-29,Arkansas,329929,153747,173213,,,,
2021-03-29,California,3564468,1703816,1810750,,,,
2021-03-29,Colorado,458554,224095,227855,,,,
2021-03-29,Connecticut,305210,145528,158362,,,,
2021-03-29,Delaware,94402,44521,49776,,,,
2021-03-29,District of Columbia,44248,21158,22920,,,,
2021-03-29,Florida,2044005,960759,1067158,,,,
2021-03-29,Georgia,849607,386884,451239,,,,
2021-03-29,Hawaii,27910,14843,13067,,,,
2021-03-29,Idaho,179428,85288,92316,,,,
2021-03-29,Illinois,1239589,581596,635973,,,,
2021-03-29,Indiana,684733,317716,362224,,,,
2021-03-29,Iowa,378189,177749,192876,,,,
2021-03-29,Kansas,301862,144253,156772,,,,
2021-03-29,Kentucky,425024,199761,220417,,,,
2021-03-29,Louisiana,443905,195318,248587,,,,
2021-03-29,Maine,50030,24086,25944,,,,
2021-03-29,Maryland,409075,195401,213674,,,,
2021-03-29,Massachussets,592778,0,0,,,,
2021-03-29,Michigan,660771,321890,335138,,,,
2021-03-29,Minnesota,516608,250459,263755,,,,
2021-03-29,Mississippi,304695,0,0,,,,
2021-03-29,Missouri,488648,222990,258393,,,,
2021-03-29,Montana,104163,49863,54219,,,,
2021-03-29,Nebraska,208553,97186,107196,,,,
2021-03-29,Nevada,303273,147694,155579,,,,
2021-03-29,New Hampshire,83027,39996,41817,,,,
2021-03-29,New Jersey,789473,381587,402738,,,,
2021-03-29,New Mexico,191048,89775,98181,,,,
2021-03-29,New York,1843562,890440,930999,,,,
2021-03-29,North Carolina,910833,424762,481972,,,,
2021-03-29,North Dakota,102639,49322,53301,,,,
2021-03-29,Ohio,1013119,465485,537370,,,,
2021-03-29,Oklahoma,435449,205323,230116,,,,
2021-03-29,Oregon,163295,78600,83026,,,,
2021-03-29,Pennsylvania,1015268,475261,535315,,,,
2021-03-29,Puerto Rico,95477,44282,51195,,,,
2021-03-29,Rhode Island,135775,57631,64909,,,,
2021-03-29,South Carolina,550068,241803,286642,,,,
2021-03-29,South Dakota,117336,56324,61012,,,,
2021-03-29,Tennessee,806792,373376,427781,,,,
2021-03-29,Texas,2388650,1559788,800198,,,,
2021-03-29,US Virgin Islands,2907,1414,1368,,,,
2021-03-29,Utah,384756,191247,193037,,,,
2021-03-29,Vermont,19002,9547,9368,,,,
2021-03-29,Virginia,616509,294278,315471,,,,
2021-03-29,Washington,361115,173335,176946,,,,
2021-03-29,West Virginia,140991,66449,72886,,,,
2021-03-29,Wisconsin,634453,307124,325938,,,,
2021-03-29,Wyoming,47438,18453,19497,,,,
2021-04-05,Alabama,516918,229201,279239,,,,
2021-04-05,Alaska,60918,31752,29151,,,,
2021-04-05,Arizona,844910,406625,434633,,,,
2021-04-05,Arkansas,331054,154271,173803,,,,
2021-04-05,California,3582463,1712417,1819891,,,,
2021-04-05,Colorado,468121,228911,232563,,,,
2021-04-05,Connecticut,313956,149898,162699,,,,
2021-04-05,Delaware,96577,45535,50936,,,,
2021-04-05,District of Columbia,0,0,0,,,,
2021-04-05,Florida,2085306,980111,1088500,,,,
2021-04-05,Georgia,855839,390256,454973,,,,
2021-04-05,Hawaii,28541,15164,13377,,,,
2021-04-05,Idaho,181499,86240,93446,,,,
2021-04-05,Illinois,1258736,590817,645710,,,,
2021-04-05,Indiana,691625,320914,365870,,,,
2021-04-05,Iowa,382135,179603,194889,,,,
2021-04-05,Kansas,303227,144925,157503,,,,
2021-04-05,Kentucky,429106,201637,222534,,,,
2021-04-05,Louisiana,446737,196564,250173,,,,
2021-04-05,Maine,51986,25080,26906,,,,
2021-04-05,Maryland,418188,199727,218461,,,,
2021-04-05,Massachussets,605055,0,0,,,,
2021-04-05,Michigan,692206,337072,351188,,,,
2021-04-05,Minnesota,527650,256128,269028,,,,
2021-04-05,Mississippi,306158,0,0,,,,
2021-04-05,Missouri,490927,224101,259627,,,,
2021-04-05,Montana,105142,50367,54696,,,,
2021-04-05,Nebraska,211958,98772,108946,,,,
2021-04-05,Nevada,305357,148709,156648,,,,
2021-04-05,New Hampshire,85846,41389,43223,,,,
2021-04-05,New Jersey,817464,395157,417155,,,,
2021-04-05,New Mexico,192152,90263,98728,,,,
2021-04-05,New York,1890420,913073,954662,,,,
2021-04-05,North Carolina,922560,430323,488169,,,,
2021-04-05,North Dakota,103714,49932,53781,,,,
2021-04-05,Ohio,1026929,471944,544634,,,,
2021-04-05,Oklahoma,437853,206491,231342,,,,
2021-04-05,Oregon,166013,79962,84360,,,,
2021-04-05,Pennsylvania,1045400,489792,550822,,,,
2021-04-05,Puerto Rico,97966,45480,52486,,,,
2021-04-05,Rhode Island,139173,53716,61133,,,,
2021-04-05,South Carolina,556469,244908,290073,,,,
2021-04-05,South Dakota,118517,56927,61590,,,,
2021-04-05,Tennessee,817022,378209,433163,,,,
2021-04-05,Texas,2404297,1567602,807844,,,,
2021-04-05,US Virgin Islands,2939,1431,1387,,,,
2021-04-05,Utah,387514,192669,194375,,,,
2021-04-05,Vermont,20267,10239,9942,,,,
2021-04-05,Virginia,626171,299102,320490,,,,
2021-04-05,Washington,368403,176833,180517,,,,
2021-04-05,West Virginia,143733,67796,74272,,,,
2021-04-05,Wisconsin,639553,309599,328540,,,,
2021-04-05,Wyoming,47768,18630,19680,,,,
2021-04-12,Alabama,519071,230260,280350,,,,
2021-04-12,Alaska,62161,32387,29761,,,,
2021-04-12,Arizona,850236,409242,437367,,,,
2021-04-12,Arkansas,332153,155115,174380,,,,
2021-04-12,California,3602827,1722151,1830236,,,,
2021-04-12,Colorado,478678,234313,237711,,,,
2021-04-12,Connecticut,321586,153723,166474,,,,
2021-04-12,Delaware,98925,46616,52201,,,,
2021-04-12,District of Columbia,45903,21901,23779,,,,
2021-04-12,Florida,2124233,997915,1108683,,,,
2021-04-12,Georgia,862137,393174,458222,,,,
2021-04-12,Hawaii,29216,15489,13727,,,,
2021-04-12,Idaho,183374,87125,94434,,,,
2021-04-12,Illinois,1282205,602029,657755,,,,
2021-04-12,Indiana,699823,324718,370206,,,,
2021-04-12,Iowa,386033,181436,196877,,,,
2021-04-12,Kansas,304719,145692,158232,,,,
2021-04-12,Kentucky,433085,203463,224684,,,,
2021-04-12,Louisiana,449827,197924,251903,,,,
2021-04-12,Maine,54256,26209,28047,,,,
2021-04-12,Maryland,427715,204287,223428,,,,
2021-04-12,Massachussets,619885,0,0,,,,
2021-04-12,Michigan,738023,358972,374828,,,,
2021-04-12,Minnesota,544046,263472,276000,,,,
2021-04-12,Mississippi,307519,0,0,,,,
2021-04-12,Missouri,493728,225397,261195,,,,
2021-04-12,Montana,106253,50955,55228,,,,
2021-04-12,Nebraska,214351,100102,110176,,,,
2021-04-12,Nevada,308343,148930,159413,,,,
2021-04-12,New Hampshire,88854,42886,44721,,,,
2021-04-12,New Jersey,837052,404661,427367,,,,
2021-04-12,New Mexico,193368,90828,99360,,,,
2021-04-12,New York,1941404,937698,982350,,,,
2021-04-12,North Carolina,935061,436187,494818,,,,
2021-04-12,North Dakota,104808,50500,54307,,,,
2021-04-12,Ohio,1041389,478606,552276,,,,
2021-04-12,Oklahoma,440023,207543,232462,,,,
2021-04-12,Oregon,169338,81610,86022,,,,
2021-04-12,Pennsylvania,1075424,504237,566389,,,,
2021-04-12,Puerto Rico,100079,46569,53510,,,,
2021-04-12,Rhode Island,141097,53762,61162,,,,
2021-04-12,South Carolina,563427,248225,294020,,,,
2021-04-12,South Dakota,119892,57617,62275,,,,
2021-04-12,Tennessee,822085,380581,435824,,,,
2021-04-12,Texas,2422139,1579235,816261,,,,
2021-04-12,US Virgin Islands,2945,1434,1390,,,,
2021-04-12,Utah,390289,194088,195731,,,,
2021-04-12,Vermont,21291,10782,10424,,,,
2021-04-12,Virginia,636862,304175,325996,,,,
2021-04-12,Washington,376230,180590,184353,,,,
2021-04-12,West Virginia,146462,69118,75663,,,,
2021-04-12,Wisconsin,645964,312750,331776,,,,
2021-04-12,Wyoming,48133,18820,19831,,,,
2021-04-19,Alabama,522512,231891,282156,,,,
2021-04-19,Alaska,63245,32946,30282,,,,
2021-04-19,Arizona,854453,411449,439473,,,,
2021-04-19,Arkansas,333452,155722,175062,,,,
2021-04-19,California,3618695,1729736,1838297,,,,
2021-04-19,Colorado,490289,240144,243428,,,,
2021-04-19,Connecticut,329062,157450,170332,,,,
2021-04-19,Delaware,101547,47859,53575,,,,
2021-04-19,District of Columbia,46579,22259,24147,,,,
2021-04-19,Florida,2168901,1017958,1132092,,,,
2021-04-19,Georgia,868865,396226,461808,,,,
2021-04-19,Hawaii,29811,15789,14022,,,,
2021-04-19,Idaho,184950,87862,95277,,,,
2021-04-19,Illinois,1304200,612597,668949,,,,
2021-04-19,Indiana,708779,328873,374235,,,,
2021-04-19,Iowa,389351,182995,198569,,,,
2021-04-19,Kansas,306290,146482,159025,,,,
2021-04-19,Kentucky,437312,205362,226921,,,,
2021-04-19,Louisiana,453351,199474,253877,,,,
2021-04-19,Maine,57545,27879,29666,,,,
2021-04-19,Maryland,436659,208466,228193,,,,
2021-04-19,Massachussets,631471,0,0,,,,
2021-04-19,Michigan,785307,381233,399576,,,,
2021-04-19,Minnesota,557665,271146,293852,,,,
2021-04-19,Mississippi,309223,0,0,,,,
2021-04-19,Missouri,496600,226742,262770,,,,
2021-04-19,Montana,107145,51443,55668,,,,
2021-04-19,Nebraska,216613,101158,111339,,,,
2021-04-19,Nevada,310933,149870,161063,,,,
2021-04-19,New Hampshire,91586,44193,46100,,,,
2021-04-19,New Jersey,858519,414896,438590,,,,
2021-04-19,New Mexico,194868,91556,100156,,,,
2021-04-19,New York,1989268,958827,1006570,,,,
2021-04-19,North Carolina,949366,442986,502348,,,,
2021-04-19,North Dakota,105805,51000,54802,,,,
2021-04-19,Ohio,1054807,484792,559365,,,,
2021-04-19,Oklahoma,443756,209304,234417,,,,
2021-04-19,Oregon,173626,83721,88154,,,,
2021-04-19,Pennsylvania,1109291,520479,583935,,,,
2021-04-19,Puerto Rico,104775,48908,55867,,,,
2021-04-19,Rhode Island,144966,53801,61188,,,,
2021-04-19,South Carolina,570032,251568,297790,,,,
2021-04-19,South Dakota,121189,58226,62963,,,,
2021-04-19,Tennessee,830484,384511,440250,,,,
2021-04-19,Texas,2439892,1588370,822244,,,,
2021-04-19,US Virgin Islands,3005,1459,1423,,,,
2021-04-19,Utah,392757,195305,196979,,,,
2021-04-19,Vermont,22112,11199,10829,,,,
2021-04-19,Virginia,647111,309092,331369,,,,
2021-04-19,Washington,385549,185064,188919,,,,
2021-04-19,West Virginia,149147,70375,77075,,,,
2021-04-19,Wisconsin,651545,315479,334620,,,,
2021-04-19,Wyoming,48447,18943,20009,,,,
2021-04-26,Alabama,526348,233541,284228,,,,
2021-04-26,Alaska,64347,33530,30805,,,,
2021-04-26,Arizona,859487,413893,441986,,,,
2021-04-26,Arkansas,334706,156308,175721,,,,
2021-04-26,California,3631740,1735972,1844924,,,,
2021-04-26,Colorado,502242,246199,249413,,,,
2021-04-26,Connecticut,334766,160158,173246,,,,
2021-04-26,Delaware,103222,48616,54495,,,,
2021-04-26,District of Columbia,47378,22574,24625,,,,
2021-04-26,Florida,2208584,1035917,1153090,,,,
2021-04-26,Georgia,875493,399308,465357,,,,
2021-04-26,Hawaii,30388,16085,14303,,,,
2021-04-26,Idaho,186365,88532,96022,,,,
2021-04-26,Illinois,1323170,621342,678750,,,,
2021-04-26,Indiana,715468,331977,377767,,,,
2021-04-26,Iowa,392558,184502,200205,,,,
2021-04-26,Kansas,307865,147252,159841,,,,
2021-04-26,Kentucky,440955,207072,228812,,,,
2021-04-26,Louisiana,456432,200830,255602,,,,
2021-04-26,Maine,60005,29101,30904,,,,
2021-04-26,Maryland,443814,211838,231976,,,,
2021-04-26,Massachussets,640399,0,0,,,,
2021-04-26,Michigan,819320,397114,417487,,,,
2021-04-26,Minnesota,569440,277028,289677,,,,
2021-04-26,Mississippi,310349,0,0,,,,
2021-04-26,Missouri,499749,228222,264481,,,,
2021-04-26,Montana,108111,51866,56176,,,,
2021-04-26,Nebraska,218832,102195,112677,,,,
2021-04-26,Nevada,313680,147039,158050,,,,
2021-04-26,New Hampshire,93935,45434,47196,,,,
2021-04-26,New Jersey,874895,422675,447209,,,,
2021-04-26,New Mexico,196221,92184,100814,,,,
2021-04-26,New York,2015664,971550,1019926,,,,
2021-04-26,North Carolina,962623,449218,509382,,,,
2021-04-26,North Dakota,106809,51517,55292,,,,
2021-04-26,Ohio,1065702,489576,565393,,,,
2021-04-26,Oklahoma,445649,210219,235425,,,,
2021-04-26,Oregon,88299,86444,90869,,,,
2021-04-26,Pennsylvania,1136057,533304,597782,,,,
2021-04-26,Puerto Rico,104775,48908,55867,,,,
2021-04-26,Rhode Island,146960,53806,61189,,,,
2021-04-26,South Carolina,575515,254339,301103,,,,
2021-04-26,South Dakota,122080,58653,63427,,,,
2021-04-26,Tennessee,841049,389537,445778,,,,
2021-04-26,Texas,2456905,1599445,830434,,,,
2021-04-26,US Virgin Islands,3064,1478,1461,,,,
2021-04-26,Utah,395431,196801,198510,,,,
2021-04-26,Vermont,22617,11445,11087,,,,
2021-04-26,Virginia,654929,312845,335431,,,,
2021-04-26,Washington,395312,189750,193703,,,,
2021-04-26,West Virginia,151671,71614,78349,,,,
2021-04-26,Wisconsin,656526,317937,337124,,,,
2021-04-26,Wyoming,48761,19114,20138,,,,
2021-05-03,Alabama,528784,234674,285543,,,,
2021-05-03,Alaska,65409,34094,31300,,,,
2021-05-03,Arizona,864579,416403,444585,,,,
2021-05-03,Arkansas,336105,156625,176455,,,,
2021-05-03,California,3642480,1741105,1850380,,,,
2021-05-03,Colorado,513765,252156,255238,,,,
2021-05-03,Connecticut,339233,162237,175560,,,,
2021-05-03,Delaware,104909,49368,55425,,,,
2021-05-03,District of Columbia,47855,22774,24898,,,,
2021-05-03,Florida,2242778,1051188,1170889,,,,
2021-05-03,Georgia,881498,402157,468591,,,,
2021-05-03,Hawaii,30910,16351,14559,,,,
2021-05-03,Idaho,187776,89248,96719,,,,
2021-05-03,Illinois,1339728,629133,687207,,,,
2021-05-03,Indiana,723443,335678,381978,,,,
2021-05-03,Iowa,395349,185814,201628,,,,
2021-05-03,Kansas,309130,147871,160488,,,,
2021-05-03,Kentucky,445139,208993,231072,,,,
2021-05-03,Louisiana,458581,201776,256805,,,,
2021-05-03,Maine,62092,30126,31966,,,,
2021-05-03,Maryland,449509,214507,235002,,,,
2021-05-03,Massachussets,647768,0,0,,,,
