Date ,State ,Total_Count,Male_Count,Female_Count,,,,
2020-09-07,US Virgin Island,1181,604,512,,,,
2020-09-07,Utah,54660,27657,26950,,,,
2020-09-07,Vermont,1648,803,839,,,,
2020-09-07,Virginia,126926,60894,65217,,,,
2020-09-07,Washington,77235,35528,37845,,,,
2020-09-07,West Virginia,11412,5280,5928,,,,
2020-09-07,Wisconsin,86253,41889,44296,,,,
2020-09-07,Wyoming,3425,1702,1647,,,,
2020-09-14,Alabama,138755,60178,76926,,,,
2020-09-14,Alaska,6278,3186,3089,,,,
2020-09-14,Arizona,208512,100178,107961,,,,
2020-09-14,Arkansas,70219,35671,34197,,,,
2020-09-14,California,754923,366893,381236,,,,
2020-09-14,Colorado,61324,28473,29877,,,,
2020-09-14,Connecticut,54326,24654,29536,,,,
2020-09-14,Delaware,18849,8691,10117,,,,
2020-09-14,District of Columbia,14592,7128,7420,,,,
2020-09-14,Florida,663994,319110,340665,,,,
2020-09-14,Georgia,294314,132147,153926,,,,
2020-09-14,Hawaii,10700,2565,2525,,,,
2020-09-14,Idaho,35279,17129,17865,,,,
2020-09-14,Illinois,261371,122494,133813,,,,
2020-09-14,Indiana,105804,48881,55335,,,,
2020-09-14,Iowa,74675,36591,37338,,,,
2020-09-14,Kansas,48386,24079,23566,,,,
2020-09-14,Kentucky,56945,26434,30021,,,,
2020-09-14,Louisiana,157455,69280,88175,,,,
2020-09-14,Maine,4863,2385,2478,,,,
2020-09-14,Maryland,116110,54725,61385,,,,
2020-09-14,Massachusetts,122904,0,0,,,,
2020-09-14,Michigan,111524,53207,58058,,,,
2020-09-14,Minnesota,84311,40419,43335,,,,
2020-09-14,Mississippi,89874,38196,51138,,,,
2020-09-14,Missouri,102747,45333,53556,,,,
2020-09-14,Montana,9021,4513,4508,,,,
2020-09-14,Nebraska,38188,17719,18292,,,,
2020-09-14,Nevada,73537,34486,36967,,,,
2020-09-14,New Hampshire,7696,3369,4323,,,,
2020-09-14,New Jersey,196634,95271,100354,,,,
2020-09-14,New Mexico,26761,13292,13256,,,,
2020-09-14,New York,444365,223071,217739,,,,
2020-09-14,North Carolina,184936,87452,96095,,,,
2020-09-14,North Dakota,15557,7360,8217,,,,
2020-09-14,Ohio,138484,65358,72032,,,,
2020-09-14,Oklahoma,69354,32616,36667,,,,
2020-09-14,Oregon,28865,13889,14896,,,,
2020-09-14,Pennsylvania,139699,64052,78759,,,,
2020-09-14,Puerto Rico,16650,7856,8794,,,,
2020-09-14,Rhode Island,22905,10307,12598,,,,
2020-09-14,South Carolina,131864,58351,69257,,,,
2020-09-14,South Dakota,16638,8176,8462,,,,
2020-09-14,Tennessee,171824,82814,87184,,,,
2020-09-14,Texas,659434,423357,223548,,,,
2020-09-14,US Virgin Island,1220,630,524,,,,
2020-09-14,Utah,57875,29272,28551,,,,
2020-09-14,Vermont,1684,818,859,,,,
2020-09-14,Virginia,133814,64141,68797,,,,
2020-09-14,Washington,79826,36720,39115,,,,
2020-09-14,West Virginia,12699,5798,6636,,,,
2020-09-14,Wisconsin,89185,43143,45617,,,,
2020-09-14,Wyoming,3679,1810,1784,,,,
2020-09-21,Alabama,144962,63044,80193,,,,
2020-09-21,Alaska,6836,3461,3375,,,,
2020-09-21,Arizona,214018,102572,111049,,,,
2020-09-21,Arkansas,70219,35671,34197,,,,
2020-09-21,California,778400,379081,393092,,,,
2020-09-21,Colorado,64857,30133,31644,,,,
2020-09-21,Connecticut,55527,25208,30174,,,,
2020-09-21,Delaware,19566,9020,10513,,,,
2020-09-21,District of Columbia,14955,7318,7592,,,,
2020-09-21,Florida,683754,328355,351192,,,,
2020-09-21,Georgia,306155,137770,160425,,,,
2020-09-21,Hawaii,11403,2641,2679,,,,
2020-09-21,Idaho,37491,18141,19022,,,,
2020-09-21,Illinois,274258,128626,140393,,,,
2020-09-21,Indiana,111505,51627,58094,,,,
2020-09-21,Iowa,78031,38235,39016,,,,
2020-09-21,Kansas,52285,25921,25557,,,,
2020-09-21,Kentucky,61542,28482,32543,,,,
2020-09-21,Louisiana,161219,70936,90283,,,,
2020-09-21,Maine,4562,2483,2596,,,,
2020-09-21,Maryland,120156,56622,63534,,,,
2020-09-21,Massachusetts,125479,0,0,,,,
2020-09-21,Michigan,115870,55317,60283,,,,
2020-09-21,Minnesota,90017,43082,46357,,,,
2020-09-21,Mississippi,93087,39562,52967,,,,
2020-09-21,Missouri,112844,49983,58745,,,,
2020-09-21,Montana,10299,5141,5158,,,,
2020-09-21,Nebraska,41083,19063,19597,,,,
2020-09-21,Nevada,75804,35521,38008,,,,
2020-09-21,New Hampshire,7947,3506,4435,,,,
2020-09-21,New Jersey,199762,96770,101984,,,,
2020-09-21,New Mexico,27579,13724,13646,,,,
2020-09-21,New York,449900,225850,220451,,,,
2020-09-21,North Carolina,193581,91428,100778,,,,
2020-09-21,North Dakota,17958,8515,9443,,,,
2020-09-21,Ohio,144309,67825,75041,,,,
2020-09-21,Oklahoma,76807,36573,40192,,,,
2020-09-21,Oregon,30342,14585,15666,,,,
2020-09-21,Pennsylvania,145057,67209,82304,,,,
2020-09-21,Puerto Rico,20185,9436,10749,,,,
2020-09-21,Rhode Island,23620,10629,12991,,,,
2020-09-21,South Carolina,137240,60976,72296,,,,
2020-09-21,South Dakota,18696,9094,9602,,,,
2020-09-21,Tennessee,183514,88307,94467,,,,
2020-09-21,Texas,688534,443416,233413,,,,
2020-09-21,US Virgin Island,1269,677,551,,,,
2020-09-21,Utah,63772,32173,31535,,,,
2020-09-21,Vermont,1715,836,873,,,,
2020-09-21,Virginia,140511,67412,72161,,,,
2020-09-21,Washington,82548,38798,40449,,,,
2020-09-21,West Virginia,14054,6385,7243,,,,
2020-09-21,Wisconsin,101227,49476,51581,,,,
2020-09-21,Wyoming,4124,2033,1996,,,,
2020-09-28,Alabama,152321,66275,84188,,,,
2020-09-28,Alaska,7481,3780,3701,,,,
2020-09-28,Arizona,217237,104138,112732,,,,
2020-09-28,Arkansas,81242,40865,39971,,,,
2020-09-28,California,802308,390724,405166,,,,
2020-09-28,Colorado,69079,31928,33704,,,,
2020-09-28,Connecticut,56587,25721,30676,,,,
2020-09-28,Delaware,20260,9339,10885,,,,
2020-09-28,District of Columbia,15250,7459,7745,,,,
2020-09-28,Florida,700564,336554,359873,,,,
2020-09-28,Georgia,314685,141608,164895,,,,
2020-09-28,Hawaii,12116,3029,3072,,,,
2020-09-28,Idaho,40501,19577,20516,,,,
2020-09-28,Illinois,287930,135394,147570,,,,
2020-09-28,Indiana,117450,54379,61191,,,,
2020-09-28,Iowa,86662,42464,43331,,,,
2020-09-28,Kansas,56592,27891,27830,,,,
2020-09-28,Kentucky,66491,30712,35200,,,,
2020-09-28,Louisiana,164851,72534,92317,,,,
2020-09-28,Maine,5288,2573,2715,,,,
2020-09-28,Maryland,123403,58211,65192,,,,
2020-09-28,Massachusetts,128426,0,0,,,,
2020-09-28,Michigan,121427,57956,63190,,,,
2020-09-28,Minnesota,96734,46261,49878,,,,
2020-09-28,Mississippi,96677,41184,54913,,,,
2020-09-28,Missouri,123406,54836,64207,,,,
2020-09-28,Montana,12107,5983,6124,,,,
2020-09-28,Nebraska,44063,20269,20886,,,,
2020-09-28,Nevada,78278,36865,39388,,,,
2020-09-28,New Hampshire,8172,3610,4558,,,,
2020-09-28,New Jersey,203548,98706,103787,,,,
2020-09-28,New Mexico,28844,14320,14307,,,,
2020-09-28,New York,455626,228724,223257,,,,
2020-09-28,North Carolina,207380,97860,107964,,,,
2020-09-28,North Dakota,20724,9764,10958,,,,
2020-09-28,Ohio,151802,71471,79156,,,,
2020-09-28,Oklahoma,84333,40340,43930,,,,
2020-09-28,Oregon,32314,15519,16688,,,,
2020-09-28,Pennsylvania,151299,69922,85169,,,,
2020-09-28,Puerto Rico,23264,10799,12456,,,,
2020-09-28,Rhode Island,24181,10881,13300,,,,
2020-09-28,South Carolina,145887,64665,76445,,,,
2020-09-28,South Dakota,21541,10390,11151,,,,
2020-09-28,Tennessee,192995,92587,98608,,,,
2020-09-28,Texas,735132,474160,248475,,,,
2020-09-28,US Virgin Island,1317,718,561,,,,
2020-09-28,Utah,70615,35558,34992,,,,
2020-09-28,Vermont,1742,852,884,,,,
2020-09-28,Virginia,146144,67412,72161,,,,
2020-09-28,Washington,86269,39684,42272,,,,
2020-09-28,West Virginia,15348,6917,7826,,,,
2020-09-28,Wisconsin,115862,56627,59041,,,,
2020-09-28,Wyoming,4780,2323,2342,,,,
2020-10-05,Alabama,159169,69334,87845,,,,
2020-10-05,Alaska,8405,4238,4167,,,,
2020-10-05,Arizona,220754,105869,114505,,,,
2020-10-05,Arkansas,87013,43594,43158,,,,
2020-10-05,California,823729,401156,415159,,,,
2020-10-05,Colorado,73076,33754,35566,,,,
2020-10-05,Connecticut,58297,26542,31521,,,,
2020-10-05,Delaware,21243,9773,11431,,,,
2020-10-05,District of Columbia,15519,7586,7885,,,,
2020-10-05,Florida,716459,344471,368385,,,,
2020-10-05,Georgia,322925,145316,169536,,,,
2020-10-05,Hawaii,12567,6527,6040,,,,
2020-10-05,Idaho,43964,21163,22282,,,,
2020-10-05,Illinois,301541,141818,154666,,,,
2020-10-05,Indiana,125146,57943,65201,,,,
2020-10-05,Iowa,92744,45445,46372,,,,
2020-10-05,Kansas,61111,29984,30196,,,,
2020-10-05,Kentucky,72617,33418,38552,,,,
2020-10-05,Louisiana,168294,74049,94245,,,,
2020-10-05,Maine,5519,2678,2841,,,,
2020-10-05,Maryland,127290,60116,67174,,,,
2020-10-05,Massachussets,132440,0,0,,,,
2020-10-05,Michigan,127516,60866,66350,,,,
2020-10-05,Minnesota,103826,49670,53551,,,,
2020-10-05,Mississippi,100167,42771,56895,,,,
2020-10-05,Missouri,133418,0,0,,,,
2020-10-05,Montana,14635,7219,7416,,,,
2020-10-05,Nebraska,47807,21943,22804,,,,
2020-10-05,Nevada,82100,38326,40953,,,,
2020-10-05,New Hampshire,8645,3841,4800,,,,
2020-10-05,New Jersey,208202,101158,105976,,,,
2020-10-05,New Mexico,30477,15054,15166,,,,
2020-10-05,New York,464582,233220,227181,,,,
2020-10-05,North Carolina,217496,102637,113378,,,,
2020-10-05,North Dakota,23550,11104,12446,,,,
2020-10-05,Ohio,158907,74686,82632,,,,
2020-10-05,Oklahoma,91317,43664,47569,,,,
2020-10-05,Oregon,34163,16391,17649,,,,
2020-10-05,Pennsylvania,158001,73498,88945,,,,
2020-10-05,Puerto Rico,23264,10799,12465,,,,
2020-10-05,Rhode Island,25076,11284,13792,,,,
2020-10-05,South Carolina,151582,67286,79306,,,,
2020-10-05,South Dakota,24418,11676,12742,,,,
2020-10-05,Tennessee,201210,96394,103031,,,,
2020-10-05,Texas,765894,492470,261170,,,,
2020-10-05,US Virgin Islands,1327,718,575,,,,
2020-10-05,Utah,77618,39014,38538,,,,
2020-10-05,Vermont,1785,877,902,,,,
2020-10-05,Virginia,151870,73091,77804,,,,
2020-10-05,Washington,89874,42241,44038,,,,
2020-10-05,West Virginia,16628,7450,8447,,,,
2020-10-05,Wisconsin,132633,64974,67479,,,,
2020-10-05,Wyoming,5546,2690,2684,,,,
2020-10-12,Alabama,165342,72122,91153,,,,
2020-10-12,Alaska,9686,4839,4846,,,,
2020-10-12,Arizona,225575,108132,117049,,,,
2020-10-12,Arkansas,92833,46231,46231,,,,
2020-10-12,California,846579,412284,427522,,,,
2020-10-12,Colorado,78461,36265,38234,,,,
2020-10-12,Connecticut,60038,27362,32427,,,,
2020-10-12,Delaware,22130,10167,11924,,,,
2020-10-12,District of Columbia,15984,7818,8118,,,,
2020-10-12,Florida,734491,353206,377641,,,,
2020-10-12,Georgia,331409,149465,174321,,,,
2020-10-12,Hawaii,13472,6527,6040,,,,
2020-10-12,Idaho,48066,23150,24394,,,,
2020-10-12,Illinois,319150,150199,163672,,,,
2020-10-12,Indiana,134981,62496,70460,,,,
2020-10-12,Iowa,99940,47971,49970,,,,
2020-10-12,Kansas,65807,32230,32601,,,,
2020-10-12,Kentucky,80292,36774,42723,,,,
2020-10-12,Louisiana,172059,75706,94632,,,,
2020-10-12,Maine,5723,2794,2929,,,,
2020-10-12,Maryland,131357,62085,69272,,,,
2020-10-12,Massachussets,136168,0,0,,,,
2020-10-12,Michigan,134656,64295,70021,,,,
2020-10-12,Minnesota,112268,53704,57933,,,,
2020-10-12,Mississippi,104638,44785,59330,,,,
2020-10-12,Missouri,144230,0,0,,,,
2020-10-12,Montana,18702,9124,9578,,,,
2020-10-12,Nebraska,52382,23991,25196,,,,
2020-10-12,Nevada,85779,40032,42643,,,,
2020-10-12,New Hampshire,9143,4085,5049,,,,
2020-10-12,New Jersey,213628,103892,108618,,,,
2020-10-12,New Mexico,32983,16314,16347,,,,
2020-10-12,New York,474286,238092,232400,,,,
2020-10-12,North Carolina,231471,109243,120665,,,,
2020-10-12,North Dakota,27265,12807,14458,,,,
2020-10-12,Ohio,170179,79991,88892,,,,
2020-10-12,Oklahoma,99387,47480,51784,,,,
2020-10-12,Oregon,36526,18850,17534,,,,
2020-10-12,Pennsylvania,166081,77625,93463,,,,
2020-10-12,Puerto Rico,23264,10799,12465,,,,
2020-10-12,Rhode Island,26294,11832,14462,,,,
2020-10-12,South Carolina,157406,69851,82287,,,,
2020-10-12,South Dakota,28564,13551,15013,,,,
2020-10-12,Tennessee,214717,102716,110166,,,,
2020-10-12,Texas,792478,506393,273405,,,,
2020-10-12,US Virgin Islands,1325,716,577,,,,
2020-10-12,Utah,77618,43124,42638,,,,
2020-10-12,Vermont,1868,930,925,,,,
2020-10-12,Virginia,158716,76394,81367,,,,
2020-10-12,Washington,93035,43726,45587,,,,
2020-10-12,West Virginia,18128,8053,9208,,,,
2020-10-12,Wisconsin,150236,73691,76309,,,,
2020-10-12,Wyoming,6476,3115,3160,,,,
2020-10-19,Alabama,172626,75386,95082,,,,
2020-10-19,Alaska,10980,5511,5468,,,,
2020-10-19,Arizona,231149,110793,119936,,,,
2020-10-19,Arkansas,99066,49038,49632,,,,
2020-10-19,California,867317,422383,437995,,,,
2020-10-19,Colorado,85302,39537,41448,,,,
2020-10-19,Connecticut,62830,28684,33844,,,,
2020-10-19,Delaware,23093,10592,12463,,,,
2020-10-19,District of Columbia,16370,7991,8330,,,,
2020-10-19,Florida,755020,363018,388270,,,,
2020-10-19,Georgia,340558,153932,179134,,,,
2020-10-19,Hawaii,14031,6956,6521,,,,
2020-10-19,Idaho,53092,25509,26976,,,,
2020-10-19,Illinois,344048,162092,176404,,,,
2020-10-19,Indiana,147582,68183,77185,,,,
2020-10-19,Iowa,107334,51520,54740,,,,
2020-10-19,Kansas,70855,34672,35109,,,,
2020-10-19,Kentucky,87607,40212,46922,,,,
2020-10-19,Louisiana,175781,77344,96680,,,,
2020-10-19,Maine,5939,2894,3045,,,,
2020-10-19,Maryland,135567,64180,71477,,,,
2020-10-19,Massachussets,140647,0,0,,,,
2020-10-19,Michigan,143106,68450,74282,,,,
2020-10-19,Minnesota,122812,58795,63371,,,,
2020-10-19,Mississippi,110006,47193,62263,,,,
2020-10-19,Missouri,156696,0,0,,,,
2020-10-19,Montana,22821,11051,11769,,,,
2020-10-19,Nebraska,58068,26595,28279,,,,
2020-10-19,Nevada,90261,42304,44829,,,,
2020-10-19,New Hampshire,9625,4330,5281,,,,
2020-10-19,New Jersey,220031,107087,111724,,,,
2020-10-19,New Mexico,36788,18332,18128,,,,
2020-10-19,New York,484281,243109,237298,,,,
2020-10-19,North Carolina,246028,116165,128210,,,,
2020-10-19,North Dakota,31978,15051,16927,,,,
2020-10-19,Ohio,181787,85392,94997,,,,
2020-10-19,Oklahoma,107299,51426,55897,,,,
2020-10-19,Oregon,38935,18710,20083,,,,
2020-10-19,Pennsylvania,175048,82316,98719,,,,
2020-10-19,Puerto Rico,27947,12906,15041,,,,
2020-10-19,Rhode Island,27691,12461,15230,,,,
2020-10-19,South Carolina,163990,72699,85731,,,,
2020-10-19,South Dakota,33269,15791,17478,,,,
2020-10-19,Tennessee,228744,109187,117669,,,,
2020-10-19,Texas,823799,524760,286682,,,,
2020-10-19,US Virgin Islands,1335,721,581,,,,
2020-10-19,Utah,94394,47312,46993,,,,
2020-10-19,Vermont,1937,966,959,,,,
2020-10-19,Virginia,166168,79925,85183,,,,
2020-10-19,Washington,98201,46154,48118,,,,
2020-10-19,West Virginia,20081,8885,10151,,,,
2020-10-19,Wisconsin,166186,81505,84418,,,,
2020-10-19,Wyoming,7673,3652,3767,,,,
2020-10-26,Alabama,184355,80526,101487,,,,
2020-10-26,Alaska,13012,6480,6526,,,,
2020-10-26,Arizona,238163,114235,123469,,,,
2020-10-26,Arkansas,106115,52102,53376,,,,
2020-10-26,California,898029,437340,453505,,,,
2020-10-26,Colorado,95089,44292,46403,,,,
2020-10-26,Connecticut,66052,30223,35514,,,,
2020-10-26,Delaware,22838,10995,12925,,,,
2020-10-26,District of Columbia,16767,8188,8528,,,,
2020-10-26,Florida,778636,374383,400311,,,,
2020-10-26,Georgia,350923,158968,184585,,,,
2020-10-26,Hawaii,14672,7228,6796,,,,
2020-10-26,Idaho,59344,28425,30226,,,,
2020-10-26,Illinois,374256,176139,192438,,,,
2020-10-26,Indiana,162607,74962,85369,,,,
2020-10-26,Iowa,116237,55794,59281,,,,
2020-10-26,Kansas,76230,37247,37832,,,,
2020-10-26,Kentucky,96942,44564,51845,,,,
2020-10-26,Louisiana,179842,79130,98913,,,,
2020-10-26,Maine,6201,3007,3194,,,,
2020-10-26,Maryland,140279,66397,73882,,,,
2020-10-26,Massachussets,147120,0,0,,,,
2020-10-26,Michigan,158026,75898,81680,,,,
2020-10-26,Minnesota,133802,64069,69061,,,,
2020-10-26,Mississippi,115088,49373,64910,,,,
2020-10-26,Missouri,169495,0,0,,,,
2020-10-26,Montana,27880,13469,14410,,,,
2020-10-26,Nebraska,63797,29155,31452,,,,
2020-10-26,Nevada,95703,44646,47295,,,,
2020-10-26,New Hampshire,10328,4659,5649,,,,
2020-10-26,New Jersey,228468,111278,115968,,,,
2020-10-26,New Mexico,41863,20665,20750,,,,
2020-10-26,New York,495464,248227,242777,,,,
2020-10-26,North Carolina,260099,122722,135653,,,,
2020-10-26,North Dakota,37719,17789,19929,,,,
2020-10-26,Ohio,186703,92765,103794,,,,
2020-10-26,Oklahoma,116736,55812,60782,,,,
2020-10-26,Oregon,41348,19874,21317,,,,
2020-10-26,Pennsylvania,185866,87906,105156,,,,
2020-10-26,Puerto Rico,27947,12906,15041,,,,
2020-10-26,Rhode Island,30118,13553,16565,,,,
2020-10-26,South Carolina,171501,75854,89501,,,,
2020-10-26,South Dakota,37979,18763,20440,,,,
2020-10-26,Tennessee,247587,117686,127920,,,,
2020-10-26,Texas,862375,546746,301831,,,,
2020-10-26,US Virgin Islands,1346,722,587,,,,
2020-10-26,Utah,104882,52332,52455,,,,
2020-10-26,Vermont,2073,1039,1022,,,,
2020-10-26,Virginia,173371,83301,88980,,,,
2020-10-26,Washington,102913,48369,50427,,,,
2020-10-26,West Virginia,21906,9615,10993,,,,
2020-10-26,Wisconsin,198166,97066,100761,,,,
2020-10-26,Wyoming,9396,4435,4557,,,,
2020-11-02,Alabama,193985,85043,106459,,,,
2020-11-02,Alaska,15622,7822,7798,,,,
2020-11-02,Arizona,247473,118686,128265,,,,
2020-11-02,Arkansas,113057,55285,57207,,,,
2020-11-02,California,926534,451222,467900,,,,
2020-11-02,Colorado,109910,51559,53768,,,,
2020-11-02,Connecticut,71207,32648,38154,,,,
2020-11-02,Delaware,25126,11520,13567,,,,
2020-11-02,District of Columbia,17369,8457,8860,,,,
2020-11-02,Florida,807412,388353,414972,,,,
2020-11-02,Georgia,361982,164399,190445,,,,
2020-11-02,Hawaii,15154,7539,7114,,,,
2020-11-02,Idaho,65088,31060,33273,,,,
2020-11-02,Illinois,417280,196418,214761,,,,
2020-11-02,Indiana,182108,83952,95607,,,,
2020-11-02,Iowa,131095,62926,66858,,,,
2020-11-02,Kansas,85181,41550,42311,,,,
2020-11-02,Kentucky,108642,49975,58015,,,,
2020-11-02,Louisiana,183341,80670,100838,,,,
2020-11-02,Maine,6715,3261,3454,,,,
2020-11-02,Maryland,146145,69220,76925,,,,
2020-11-02,Massachussets,155660,0,0,,,,
2020-11-02,Michigan,178180,85513,92147,,,,
2020-11-02,Minnesota,150672,72404,77566,,,,
2020-11-02,Mississippi,120160,51669,67770,,,,
2020-11-02,Missouri,185535,0,0,,,,
2020-11-02,Montana,33495,16103,17392,,,,
2020-11-02,Nebraska,71666,32823,35546,,,,
2020-11-02,Nevada,101479,47295,49931,,,,
2020-11-02,New Hampshire,11214,5085,6103,,,,
2020-11-02,New Jersey,239629,116595,121466,,,,
2020-11-02,New Mexico,47232,23131,23597,,,,
2020-11-02,New York,509735,254868,250280,,,,
2020-11-02,North Carolina,276692,130474,144416,,,,
2020-11-02,North Dakota,45043,21340,23703,,,,
2020-11-02,Ohio,221909,103746,116418,,,,
2020-11-02,Oklahoma,124111,59307,64700,,,,
2020-11-02,Oregon,44388,21230,22896,,,,
2020-11-02,Pennsylvania,199891,95065,113619,,,,
2020-11-02,Puerto Rico,32527,15015,17521,,,,
2020-11-02,Rhode Island,32874,15122,17752,,,,
2020-11-02,South Carolina,178023,78766,92798,,,,
2020-11-02,South Dakota,45437,22970,24354,,,,
2020-11-02,Tennessee,261426,123990,135378,,,,
2020-11-02,Texas,904855,572773,318509,,,,
2020-11-02,US Virgin Islands,1376,738,599,,,,
2020-11-02,Utah,116510,58135,58264,,,,
2020-11-02,Vermont,2196,1107,1089,,,,
2020-11-02,Virginia,182392,87537,93608,,,,
2020-11-02,Washington,108315,50908,53074,,,,
2020-11-02,West Virginia,24883,10834,12498,,,,
2020-11-02,Wisconsin,228863,111818,116650,,,,
2020-11-02,Wyoming,11638,5388,5610,,,,
2020-11-09,Alabama,203687,89378,111743,,,,
2020-11-09,Alaska,18716,9374,9321,,,,
2020-11-09,Arizona,259264,124351,134345,,,,
2020-11-09,Arkansas,121866,59349,61786,,,,
2020-11-09,California,964639,468815,488107,,,,
2020-11-09,Colorado,130984,61811,64261,,,,
2020-11-09,Connecticut,78125,35938,41623,,,,
2020-11-09,Delaware,26603,12183,14380,,,,
2020-11-09,District of Columbia,18001,8760,9186,,,,
2020-11-09,Florida,843897,405994,433521,,,,
2020-11-09,Georgia,373078,164399,190445,,,,
2020-11-09,Hawaii,15146,7786,7360,,,,
2020-11-09,Idaho,72961,34708,37437,,,,
2020-11-09,Illinois,487987,229225,250862,,,,
2020-11-09,Indiana,210374,96982,110867,,,,
2020-11-09,Iowa,155584,73124,79348,,,,
2020-11-09,Kansas,97633,47431,48653,,,,
2020-11-09,Kentucky,120838,55501,64527,,,,
2020-11-09,Louisiana,187961,82703,103379,,,,
2020-11-09,Maine,7693,3758,3935,,,,
2020-11-09,Maryland,153996,72986,81010,,,,
2020-11-09,Massachussets,166745,0,0,,,,
2020-11-09,Michigan,207794,99816,107270,,,,
2020-11-09,Minnesota,180862,87032,93022,,,,
2020-11-09,Mississippi,125885,54256,70873,,,,
2020-11-09,Missouri,209197,0,0,,,,
2020-11-09,Montana,39679,19095,20584,,,,
2020-11-09,Nebraska,83969,38458,42068,,,,
2020-11-09,Nevada,110022,51522,54104,,,,
2020-11-09,New Hampshire,12488,5668,6732,,,,
2020-11-09,New Jersey,254595,123851,129019,,,,
2020-11-09,New Mexico,54881,26720,27472,,,,
2020-11-09,New York,529036,263989,259757,,,,
2020-11-09,North Carolina,293339,138253,153224,,,,
2020-11-09,North Dakota,54305,25715,28590,,,,
2020-11-09,Ohio,250268,116719,131669,,,,
2020-11-09,Oklahoma,136258,64981,71218,,,,
2020-11-09,Oregon,48608,23399,24997,,,,
2020-11-09,Pennsylvania,218442,104816,124705,,,,
2020-11-09,Puerto Rico,38474,17765,20709,,,,
2020-11-09,Rhode Island,36380,16735,19645,,,,
2020-11-09,South Carolina,185688,82060,96669,,,,
2020-11-09,South Dakota,55404,26754,28650,,,,
2020-11-09,Tennessee,281851,133081,146588,,,,
2020-11-09,Texas,956234,604340,337551,,,,
2020-11-09,US Virgin Islands,1405,749,616,,,,
2020-11-09,Utah,132621,66181,66318,,,,
2020-11-09,Vermont,2392,1189,1184,,,,
2020-11-09,Virginia,192175,92253,98571,,,,
2020-11-09,Washington,117331,55146,57492,,,,
2020-11-09,West Virginia,28404,12343,14245,,,,
2020-11-09,Wisconsin,267410,130618,136276,,,,
2020-11-09,Wyoming,14691,6537,6846,,,,
2020-11-16,Alabama,217822,95602,119345,,,,
2020-11-16,Alaska,22662,11332,11320,,,,
2020-11-16,Arizona,275436,132017,142760,,,,
2020-11-16,Arkansas,133040,64258,67983,,,,
2020-11-16,California,1019345,495402,515789,,,,
2020-11-16,Colorado,163417,78342,80565,,,,
2020-11-16,Connecticut,88645,40955,46995,,,,
2020-11-16,Delaware,28803,13168,15587,,,,
2020-11-16,District of Columbia,18977,9236,9689,,,,
2020-11-16,Florida,885201,425303,455094,,,,
2020-11-16,Georgia,386949,164399,190445,,,,
2020-11-16,Hawaii,15889,8194,7695,,,,
2020-11-16,Idaho,82245,39027,42333,,,,
2020-11-16,Illinois,573616,268946,295523,,,,
2020-11-16,Indiana,251597,115735,133095,,,,
2020-11-16,Iowa,186319,87570,95023,,,,
2020-11-16,Kansas,115507,55571,58087,,,,
2020-11-16,Kentucky,137586,63248,73223,,,,
2020-11-16,Louisiana,204513,89986,112482,,,,
2020-11-16,Maine,8944,4383,4561,,,,
2020-11-16,Maryland,165930,78616,87314,,,,
2020-11-16,Massachussets,182544,0,0,,,,
2020-11-16,Michigan,251813,121257,129533,,,,
2020-11-16,Minnesota,223581,107423,115191,,,,
2020-11-16,Mississippi,133340,57470,75070,,,,
2020-11-16,Missouri,239451,0,0,,,,
2020-11-16,Montana,47158,22587,24571,,,,
2020-11-16,Nebraska,98161,45056,49669,,,,
2020-11-16,Nevada,120183,56849,59319,,,,
2020-11-16,New Hampshire,14671,6710,7824,,,,
2020-11-16,New Jersey,279274,135874,141667,,,,
2020-11-16,New Mexico,64201,30877,32493,,,,
2020-11-16,New York,560200,278980,275618,,,,
2020-11-16,North Carolina,312235,147036,163275,,,,
2020-11-16,North Dakota,63796,30222,33574,,,,
2020-11-16,Ohio,305364,141719,161366,,,,
2020-11-16,Oklahoma,154128,73341,80718,,,,
2020-11-16,Oregon,54937,26392,28282,,,,
2020-11-16,Pennsylvania,248981,120562,143042,,,,
2020-11-16,Puerto Rico,30474,17765,20709,,,,
2020-11-16,Rhode Island,41529,19103,22426,,,,
2020-11-16,South Carolina,195507,86094,101838,,,,
2020-11-16,South Dakota,61700,31370,34011,,,,
2020-11-16,Tennessee,310937,146236,162289,,,,
2020-11-16,Texas,1020721,646116,360315,,,,
2020-11-16,US Virgin Islands,1405,0,0,,,,
2020-11-16,Utah,153808,76503,77153,,,,
2020-11-16,Vermont,2889,1424,1465,,,,
2020-11-16,Virginia,201960,96949,103586,,,,
2020-11-16,Washington,130040,61119,63720,,,,
2020-11-16,West Virginia,33659,14741,16786,,,,
2020-11-16,Wisconsin,312369,152175,159539,,,,
2020-11-16,Wyoming,19298,7951,8414,,,,
2020-11-23,Alabama,232506,102279,127088,,,,
2020-11-23,Alaska,26587,13331,13221,,,,
2020-11-23,Arizona,299665,143562,155321,,,,
2020-11-23,Arkansas,145173,69538,74764,,,,
2020-11-23,California,1102033,535588,558731,,,,
2020-11-23,Colorado,198600,95209,98426,,,,
2020-11-23,Connecticut,101469,46963,53642,,,,
2020-11-23,Delaware,31808,14613,17144,,,,
2020-11-23,District of Columbia,20151,9817,10278,,,,
2020-11-23,Florida,938414,450571,482607,,,,
2020-11-23,Georgia,404411,164399,190445,,,,
2020-11-23,Hawaii,16468,8494,7974,,,,
