Date,State,Deaths_Total,Deaths_White,Deaths_Black,Deaths_Latinx,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown
2021-03-07,AK,305,127,9,0,29,111,17,4,1,7,13,280,12
2021-03-07,AL,10148,4730,2223,0,24,0,0,0,300,2871,137,6083,3928
2021-03-07,AR,5319,4171,784,0,36,18,56,13,203,38,186,5133,0
2021-03-07,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,AZ,16328,8066,433,4684,220,1361,0,0,465,1099,4684,10545,1099
2021-03-07,CA,54124,16586,3275,24402,6105,184,322,693,1103,1454,24402,28268,1454
2021-03-07,CO,5986,3869,191,1204,115,37,9,186,38,337,1204,4445,337
2021-03-07,CT,7704,5413,906,782,83,3,0,353,38,126,782,6796,126
2021-03-07,DC,1030,105,773,119,14,0,0,0,0,19,119,892,19
2021-03-07,DE,1473,1036,329,80,11,0,0,0,15,2,80,1391,2
2021-03-07,FL,32266,17316,4812,7325,0,0,0,0,1427,1386,7325,22180,2761
2021-03-07,GA,17906,8939,5282,852,298,10,10,0,78,2437,852,14534,2520
2021-03-07,GU,133,3,0,0,33,0,79,0,4,14,0,0,133
2021-03-07,HI,445,40,4,0,244,0,137,0,6,14,0,0,445
2021-03-07,IA,5558,5154,134,0,61,19,16,0,47,127,138,5420,0
2021-03-07,ID,1879,1761,9,0,17,35,0,0,41,16,186,1682,11
2021-03-07,IL,23014,12202,3668,3291,737,26,20,0,120,2950,3291,16773,2950
2021-03-07,IN,12737,9096,939,0,70,0,0,0,1591,1041,275,6823,5639
2021-03-07,KS,4812,3721,235,0,64,38,0,0,245,509,310,3795,707
2021-03-07,KY,4819,3981,371,0,23,4,2,118,0,320,73,4219,527
2021-03-07,LA,9748,5798,3723,0,75,15,13,0,39,85,238,8966,544
2021-03-07,MA,16417,12022,1069,1289,414,11,5,0,1373,234,1289,14894,234
2021-03-07,MD,7955,4078,2736,727,277,0,0,0,80,57,727,7171,57
2021-03-07,ME,706,602,10,0,3,5,0,1,6,79,6,491,209
2021-03-07,MI,16658,11205,3634,0,179,79,0,270,425,866,480,13206,2972
2021-03-07,MN,6550,5440,319,203,259,90,6,101,23,109,203,6238,109
2021-03-07,MO,8161,5162,1069,0,67,12,1,0,1295,555,170,6395,1596
2021-03-07,MP,2,0,0,0,0,0,0,0,0,2,0,0,0
2021-03-07,MS,6808,3670,2671,60,18,114,0,0,103,172,60,5599,1149
2021-03-07,MT,1381,856,1,0,1,205,1,0,121,196,25,905,451
2021-03-07,NC,11502,7160,2662,0,120,126,0,0,716,718,803,8916,1783
2021-03-07,ND,1478,0,0,0,0,0,0,0,0,1478,0,0,1478
2021-03-07,NE,2091,1360,58,0,30,26,1,0,26,590,161,1095,835
2021-03-07,NH,1184,1110,13,30,12,1,0,2,12,4,30,1150,4
2021-03-07,NJ,23574,12932,3743,4338,1178,0,0,0,912,471,4338,18765,471
2021-03-07,NM,3808,1097,49,1471,27,1064,0,0,0,100,1471,2237,100
2021-03-07,NV,5037,2719,468,1203,594,45,0,0,5,3,1203,3831,3
2021-03-07,NY,48591,17007,9812,9968,3011,0,0,0,2834,5959,9968,32664,5959
2021-03-07,OH,17656,15026,2157,0,139,16,3,26,129,160,302,17199,155
2021-03-07,OK,4534,3255,271,0,57,399,0,0,119,433,232,3635,667
2021-03-07,OR,2296,1531,46,0,58,41,20,47,183,370,211,1475,610
2021-03-07,PA,24349,19497,2829,0,379,0,0,0,1,1643,982,23280,87
2021-03-07,PR,2059,0,0,0,0,0,0,0,0,2059,0,0,0
2021-03-07,RI,2541,1816,104,207,37,1,0,1,1,374,207,1960,374
2021-03-07,SC,8754,4727,2408,0,54,0,0,0,389,1176,211,6437,2106
2021-03-07,SD,1900,1499,7,23,16,265,0,0,14,76,23,1801,76
2021-03-07,TN,11547,8730,1994,0,67,9,6,0,385,356,303,10314,930
2021-03-07,TX,44451,18276,4252,20453,898,0,0,0,231,341,20453,23657,341
2021-03-07,UT,1976,1329,18,282,59,72,57,0,119,119,282,1575,119
2021-03-07,VA,9596,6002,2262,640,337,24,0,62,66,203,640,8753,203
2021-03-07,VI,25,0,0,0,0,0,0,0,0,25,0,0,25
2021-03-07,VT,208,185,2,0,5,1,0,0,2,13,0,179,29
2021-03-07,WA,5041,3571,161,596,383,107,81,59,71,12,596,4433,12
2021-03-07,WI,7106,6144,478,0,127,97,0,0,106,154,389,6404,313
2021-03-07,WV,2325,2049,57,0,0,0,0,0,34,185,0,0,2325
2021-03-07,WY,682,606,2,58,6,51,1,0,8,11,58,613,11
2021-03-03,AK,303,126,9,0,29,111,17,4,1,6,12,280,11
2021-03-03,AL,10029,4674,2193,0,24,0,0,0,298,2840,135,6002,3892
2021-03-03,AR,5261,4126,778,0,36,18,56,13,200,34,178,5083,0
2021-03-03,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,AZ,16089,7917,423,4619,217,1341,0,0,460,1112,4619,10358,1112
2021-03-03,CA,52775,16205,3209,23768,5958,173,311,658,1092,1401,23768,27606,1401
2021-03-03,CO,5970,3851,192,1205,114,37,9,184,38,340,1205,4425,340
2021-03-03,CT,7678,5397,902,778,83,3,0,350,39,126,778,6774,126
2021-03-03,DC,1023,105,766,119,14,0,0,0,0,19,119,885,19
2021-03-03,DE,1440,1010,325,77,11,0,0,0,15,2,77,1361,2
2021-03-03,FL,31829,17074,4751,7222,0,0,0,0,1425,1357,7222,21882,2725
2021-03-03,GA,17625,8804,5191,842,293,10,9,0,76,2400,842,14301,2482
2021-03-03,GU,131,3,0,0,33,0,77,0,4,14,0,0,131
2021-03-03,HI,441,40,4,0,244,0,137,0,6,10,0,0,441
2021-03-03,IA,5501,5103,133,0,61,18,16,0,45,125,137,5364,0
2021-03-03,ID,1876,1761,9,0,17,35,0,0,41,13,186,1682,8
2021-03-03,IL,22853,12118,3646,3262,735,26,20,0,123,2923,3262,16668,2923
2021-03-03,IN,12633,9009,930,0,70,0,0,0,1578,1046,272,6744,5617
2021-03-03,KS,4816,3724,236,0,63,37,0,0,243,513,308,3799,709
2021-03-03,KY,4704,3838,369,0,22,4,2,112,0,357,71,4116,517
2021-03-03,LA,9668,5798,3723,0,75,15,13,0,39,5,238,8966,464
2021-03-03,MA,16252,12022,1069,1289,414,11,5,0,1373,69,1289,14894,69
2021-03-03,MD,7919,4059,2723,724,273,0,0,0,78,62,724,7133,62
2021-03-03,ME,705,562,10,0,3,5,0,0,6,119,6,463,236
2021-03-03,MI,16550,11135,3615,0,178,79,0,269,421,853,476,13130,2944
2021-03-03,MN,6507,5410,318,200,255,89,6,95,23,111,200,6196,111
2021-03-03,MO,8148,5150,1067,0,67,12,1,0,1298,553,170,6379,1599
2021-03-03,MP,2,0,0,0,0,0,0,0,0,2,0,0,0
2021-03-03,MS,6743,3639,2645,59,18,111,0,0,102,169,59,5541,1143
2021-03-03,MT,1373,852,1,0,1,203,1,0,121,194,25,902,446
2021-03-03,NC,11363,7067,2633,0,120,123,0,0,707,713,797,8805,1761
2021-03-03,ND,1478,0,0,0,0,0,0,0,0,1478,0,0,1478
2021-03-03,NE,2091,1360,58,0,30,26,1,0,26,590,161,1095,835
2021-03-03,NH,1175,889,12,23,8,1,0,2,10,230,23,922,230
2021-03-03,NJ,23449,12713,3690,4278,1167,0,0,0,882,719,4278,18452,719
2021-03-03,NM,3753,1097,49,1471,27,1064,0,0,0,45,1471,2237,45
2021-03-03,NV,4987,2695,464,1193,584,44,0,0,4,3,1193,3791,3
2021-03-03,NY,48195,16855,9714,9883,2969,0,0,0,2832,5942,9883,32370,5942
2021-03-03,OH,17189,14375,2068,0,134,15,3,25,125,444,289,16460,440
2021-03-03,OK,4534,3255,271,0,57,399,0,0,119,433,222,3461,851
2021-03-03,OR,2252,1508,45,0,58,40,19,47,181,354,209,1451,592
2021-03-03,PA,24169,19497,2829,0,379,0,0,0,1,1463,952,22528,689
2021-03-03,PR,2048,0,0,0,0,0,0,0,0,2048,0,0,0
2021-03-03,RI,2534,1816,104,207,37,1,0,1,1,367,207,1960,367
2021-03-03,SC,8546,4660,2366,0,52,0,0,0,382,1086,209,6340,1997
2021-03-03,SD,1893,1494,7,23,16,264,0,0,14,75,23,1795,75
2021-03-03,TN,11459,8663,1979,0,63,9,6,0,383,356,303,10230,926
2021-03-03,TX,43563,17662,4074,19735,858,0,0,0,222,1012,19735,22816,1012
2021-03-03,UT,1955,1329,18,282,59,72,57,0,119,119,282,1554,119
2021-03-03,VA,9326,5816,2198,623,334,21,0,62,62,210,623,8493,210
2021-03-03,VI,25,0,0,0,0,0,0,0,0,25,0,0,25
2021-03-03,VT,207,184,2,0,5,1,0,0,2,13,0,178,29
2021-03-03,WA,5012,3548,160,595,379,107,80,59,72,12,595,4405,12
2021-03-03,WI,7069,6111,479,0,126,95,0,0,106,152,388,6367,314
2021-03-03,WV,2309,2034,57,0,0,0,0,0,34,184,0,0,2309
2021-03-03,WY,682,606,2,58,6,51,1,0,8,11,58,613,11
2021-02-28,AK,290,122,9,0,29,104,16,4,1,5,12,268,10
2021-02-28,AL,9929,4625,2168,0,24,0,0,0,294,2818,134,5938,3857
2021-02-28,AR,5243,4113,773,0,36,18,55,13,199,36,178,5065,0
2021-02-28,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,AZ,15980,7874,423,4587,213,1324,0,0,465,1094,4587,10299,1094
2021-02-28,CA,51979,16017,3161,23435,5875,173,306,647,1103,1262,23435,27282,1262
2021-02-28,CO,5951,3836,193,1198,114,37,9,181,38,345,1198,4408,345
2021-02-28,CT,7622,5366,902,766,83,3,0,338,38,126,766,6730,126
2021-02-28,DC,1017,105,760,119,14,0,0,0,0,19,119,879,19
2021-02-28,DE,1422,997,321,76,11,0,0,0,15,2,76,1344,2
2021-02-28,FL,31406,16850,4697,7115,0,0,0,0,1392,1352,7115,21576,2715
2021-02-28,GA,17295,8641,5090,829,290,10,8,0,74,2353,829,14036,2430
2021-02-28,GU,131,3,0,0,33,0,76,0,4,15,0,0,131
2021-02-28,HI,439,37,4,0,233,0,130,0,6,29,0,0,439
2021-02-28,IA,5471,5076,132,0,61,18,16,0,47,121,135,5336,0
2021-02-28,ID,1860,1741,9,0,17,35,0,0,41,17,184,1664,12
2021-02-28,IL,22735,12054,3630,3243,733,25,20,0,120,2910,3243,16582,2910
2021-02-28,IN,12573,8965,927,0,69,0,0,0,1569,1043,270,6700,5603
2021-02-28,KS,4735,3665,230,0,61,37,0,0,239,503,306,3737,692
2021-02-28,KY,4637,3776,364,0,22,4,2,112,0,357,71,4051,515
2021-02-28,LA,9608,5697,3684,0,73,14,13,0,39,88,238,8966,404
2021-02-28,MA,16118,11817,1053,1247,410,11,5,0,1328,247,1247,14624,247
2021-02-28,MD,7869,4033,2711,720,273,0,0,0,76,56,720,7093,56
2021-02-28,ME,703,562,10,0,3,5,0,0,6,117,6,463,234
2021-02-28,MI,16508,11098,3608,0,177,79,0,268,419,859,473,13089,2946
2021-02-28,MN,6483,5392,316,197,255,89,6,92,24,112,197,6174,112
2021-02-28,MO,7919,4995,1033,0,67,12,1,0,1271,540,165,6204,1550
2021-02-28,MP,2,0,0,0,0,0,0,0,0,2,0,0,0
2021-02-28,MS,6681,3598,2626,59,18,110,0,0,102,168,59,5488,1134
2021-02-28,MT,1357,838,1,0,1,202,1,0,120,194,25,896,436
2021-02-28,NC,11212,6984,2603,0,118,119,0,0,695,693,787,8704,1721
2021-02-28,ND,1472,0,0,0,0,0,0,0,0,1472,0,0,1472
2021-02-28,NE,2082,1358,58,0,30,26,1,0,26,583,161,1094,827
2021-02-28,NH,1170,884,12,23,8,1,0,2,10,230,23,917,230
2021-02-28,NJ,23252,12713,3690,4278,1167,0,0,0,882,522,4278,18452,522
2021-02-28,NM,3716,1075,49,1426,26,1038,0,0,0,102,1426,2188,102
2021-02-28,NV,4957,2681,461,1179,584,44,0,0,4,4,1179,3774,4
2021-02-28,NY,47873,16920,9448,9816,2942,0,0,0,2681,6066,9816,31991,6066
2021-02-28,OH,17297,13835,1943,0,118,14,6,371,187,823,321,15132,1844
2021-02-28,OK,4428,3182,267,0,57,392,0,0,117,413,222,3461,745
2021-02-28,OR,2208,1475,45,0,56,40,18,47,177,350,206,1420,582
2021-02-28,PA,24021,19497,2829,0,379,0,0,0,1,1315,952,22528,541
2021-02-28,PR,2036,0,0,0,0,0,0,0,0,2036,0,0,0
2021-02-28,RI,2502,1754,103,200,37,1,0,1,1,405,200,1897,405
2021-02-28,SC,8546,4625,2353,0,51,0,0,0,380,1137,207,6297,2042
2021-02-28,SD,1888,1489,7,23,16,264,0,0,14,75,23,1790,75
2021-02-28,TN,11411,8610,1963,0,62,9,6,0,382,379,301,10141,969
2021-02-28,TX,42936,17662,4074,19735,858,0,0,0,222,385,19735,22816,385
2021-02-28,UT,1935,1314,18,280,58,71,57,0,119,117,280,1538,117
2021-02-28,VA,8552,5351,2003,579,309,18,0,49,59,184,579,7789,184
2021-02-28,VI,25,0,0,0,0,0,0,0,0,25,0,0,25
2021-02-28,VT,204,181,2,0,5,1,0,0,2,13,0,176,28
2021-02-28,WA,4956,3500,157,592,376,107,80,58,72,14,592,4350,14
2021-02-28,WI,7014,6062,477,0,124,95,0,0,105,151,386,6314,314
2021-02-28,WV,2300,1653,38,0,0,0,0,0,30,579,0,0,2300
2021-02-28,WY,671,595,2,57,6,51,1,0,8,11,57,603,11
2021-02-24,AK,290,122,9,0,29,104,16,4,1,5,12,268,10
2021-02-24,AL,9744,4531,2134,0,23,0,0,0,287,2769,130,5835,3779
2021-02-24,AR,5387,4207,806,0,36,19,55,13,206,45,183,5204,0
2021-02-24,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,AZ,15693,7730,410,4486,203,1298,0,0,458,1108,4486,10099,1108
2021-02-24,CA,49877,15249,3004,22371,5590,165,292,612,1064,1530,22371,25976,1530
2021-02-24,CO,5917,3806,193,1192,114,37,9,179,38,349,1192,4376,349
2021-02-24,CT,7595,5357,901,761,83,3,0,328,38,124,761,6710,124
2021-02-24,DC,1001,105,747,117,13,0,0,0,0,19,117,865,19
2021-02-24,DE,1402,984,315,75,11,0,0,0,15,2,75,1325,2
2021-02-24,FL,30878,16565,4635,6990,0,0,0,0,1368,1320,6990,21237,2651
2021-02-24,GA,17064,8532,5026,820,284,10,8,0,75,2309,820,13861,2383
2021-02-24,GU,130,3,0,0,33,0,76,0,4,14,0,0,130
2021-02-24,HI,435,37,4,0,233,0,130,0,6,25,0,0,435
2021-02-24,IA,5415,5022,131,0,61,17,16,0,47,121,135,5280,0
2021-02-24,ID,1840,1729,9,0,17,35,0,0,39,11,182,1652,6
2021-02-24,IL,22575,11949,3609,3228,731,25,20,0,122,2891,3228,16456,2891
2021-02-24,IN,12467,8877,924,0,69,0,0,0,1554,1043,266,6616,5585
2021-02-24,KS,4724,3656,230,0,60,37,0,0,239,502,304,3729,691
2021-02-24,KY,4527,3684,355,0,22,4,2,110,0,350,69,3951,507
2021-02-24,LA,9528,5697,3684,0,73,14,13,0,39,8,238,8966,324
2021-02-24,MA,15945,11817,1053,1247,410,11,5,0,1328,74,1247,14624,74
2021-02-24,MD,7789,3978,2670,711,270,0,0,0,75,85,711,6993,85
2021-02-24,ME,677,562,10,0,3,5,0,0,6,91,6,463,208
2021-02-24,MI,16389,11019,3593,0,176,78,0,262,415,846,468,12995,2926
2021-02-24,MN,6443,5358,312,195,253,88,6,92,23,116,195,6132,116
2021-02-24,MO,7894,4970,1030,0,67,12,1,0,1272,542,164,6174,1556
2021-02-24,MP,2,0,0,0,0,0,0,0,0,2,0,0,0
2021-02-24,MS,6605,3552,2607,56,17,108,0,0,101,164,56,5427,1122
2021-02-24,MT,1348,830,1,0,1,202,1,0,120,193,25,890,433
2021-02-24,NC,11074,6897,2573,0,117,118,0,0,684,685,779,8599,1696
2021-02-24,ND,1470,0,0,0,0,0,0,0,0,1470,0,0,1470
2021-02-24,NE,2054,1351,58,0,30,26,1,0,25,563,159,1089,806
2021-02-24,NH,1157,872,12,23,8,1,0,2,10,229,23,905,229
2021-02-24,NJ,23077,12472,3625,4210,1145,0,0,0,832,793,4210,18074,793
2021-02-24,NM,3658,1075,49,1426,26,1038,0,0,0,44,1426,2188,44
2021-02-24,NV,4919,2673,453,1166,576,44,0,0,4,3,1166,3750,3
2021-02-24,NY,47405,16709,9352,9714,2898,0,0,0,2671,6061,9714,31630,6061
2021-02-24,OH,17045,13584,1905,0,118,14,5,369,188,862,312,14813,1920
2021-02-24,OK,4264,3071,256,0,57,373,0,0,111,396,210,3326,728
2021-02-24,OR,2194,1468,45,0,56,39,18,47,176,345,206,1411,577
2021-02-24,PA,23787,19497,2829,0,379,0,0,0,775,307,952,22528,307
2021-02-24,PR,2007,0,0,0,0,0,0,0,0,2007,0,0,0
2021-02-24,RI,2487,1754,103,200,37,1,0,1,1,390,200,1897,390
2021-02-24,SC,8398,4519,2278,0,51,0,0,0,367,1183,202,6130,2066
2021-02-24,SD,1864,1472,7,23,16,258,0,0,14,74,23,1767,74
2021-02-24,TN,11266,8474,1930,0,60,9,6,0,375,412,296,9916,1054
2021-02-24,TX,41980,16598,3816,18648,800,0,0,0,211,1907,18648,21425,1907
2021-02-24,UT,1879,1265,18,278,58,70,56,0,117,116,278,1485,116
2021-02-24,VA,7807,4875,1836,536,281,17,0,30,54,178,536,7093,178
2021-02-24,VI,25,0,0,0,0,0,0,0,0,25,0,0,25
2021-02-24,VT,201,179,2,0,5,1,0,0,2,12,0,174,27
2021-02-24,WA,4912,3470,156,589,371,105,78,58,71,14,589,4309,14
2021-02-24,WI,6936,5992,470,0,122,95,0,0,107,150,383,6238,315
2021-02-24,WV,2285,1639,38,0,0,0,0,0,30,578,0,0,2285
2021-02-24,WY,671,595,2,57,6,51,1,0,8,11,57,603,11
2021-02-21,AK,289,121,9,0,29,104,16,4,1,5,12,267,10
2021-02-21,AL,9592,4343,2044,0,22,0,0,0,277,2906,130,5589,3873
2021-02-21,AR,5357,4188,799,0,36,17,55,13,200,49,182,5175,0
2021-02-21,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,AZ,15505,7642,405,4432,202,1285,0,0,454,1085,4432,9988,1085
2021-02-21,CA,49105,15083,2972,22030,5504,166,289,599,1062,1400,22030,25675,1400
2021-02-21,CO,5892,3789,191,1182,114,36,10,178,38,354,1182,4356,354
2021-02-21,CT,7523,5318,896,750,82,3,0,317,38,119,750,6654,119
2021-02-21,DC,995,105,743,115,13,0,0,0,0,19,115,861,19
2021-02-21,DE,1367,955,311,73,11,0,0,0,15,2,73,1292,2
2021-02-21,FL,30434,16321,4560,6896,0,0,0,0,1349,1308,6896,20911,2627
2021-02-21,GA,16744,8381,4941,816,281,10,8,0,75,2232,816,13630,2298
2021-02-21,GU,130,3,0,0,33,0,76,0,4,14,0,0,130
2021-02-21,HI,431,37,5,0,233,0,130,0,6,20,0,0,431
2021-02-21,IA,5336,4948,130,0,61,17,16,0,47,117,133,5203,0
2021-02-21,ID,1826,1716,9,0,17,35,0,0,38,11,181,1639,6
2021-02-21,IL,22466,11892,3589,3210,727,25,19,0,120,2884,3210,16372,2884
2021-02-21,IN,12372,8804,914,0,67,0,0,0,1543,1044,262,6548,5562
2021-02-21,KS,4614,3568,227,0,58,36,0,0,234,491,297,3643,674
2021-02-21,KY,4447,3620,346,0,22,4,1,106,0,348,68,3878,501
2021-02-21,LA,9466,5619,3637,0,70,12,12,0,38,78,217,8149,1100
2021-02-21,MA,15826,11596,1042,1216,405,11,5,0,1280,271,1216,14339,271
2021-02-21,MD,7715,3937,2656,706,269,0,0,0,75,72,706,6937,72
2021-02-21,ME,658,554,10,0,3,4,0,0,6,81,6,456,196
2021-02-21,MI,16342,10975,3585,0,177,78,0,260,412,855,459,12943,2940
2021-02-21,MN,6432,5348,311,195,253,88,6,92,23,116,195,6121,116
2021-02-21,MO,7715,4845,1011,0,66,12,1,0,1253,527,160,6035,1520
2021-02-21,MP,2,0,0,0,0,0,0,0,0,2,0,0,0
2021-02-21,MS,6553,3527,2582,56,17,108,0,0,100,163,56,5378,1119
2021-02-21,MT,1342,825,1,0,1,200,1,0,120,194,25,880,437
2021-02-21,NC,10926,6800,2550,0,115,114,0,0,673,674,766,8489,1671
2021-02-21,ND,1465,0,0,0,0,0,0,0,0,1465,0,0,1465
2021-02-21,NE,2047,1351,58,0,30,26,1,0,25,556,159,1089,799
2021-02-21,NH,1154,870,12,23,8,1,0,2,10,228,23,903,228
2021-02-21,NJ,22858,12472,3625,4210,1145,0,0,0,832,574,4210,18074,574
2021-02-21,NM,3624,1042,48,1385,26,1014,0,0,0,109,1385,2130,109
2021-02-21,NV,4872,2650,453,1149,570,43,0,0,4,3,1149,3720,3
2021-02-21,NY,47068,16562,9283,9627,2846,0,0,0,2728,6022,9627,31419,6022
2021-02-21,OH,16816,13390,1889,0,118,13,5,363,187,851,303,14608,1905
2021-02-21,OK,4181,3006,255,0,56,370,0,0,110,384,210,3326,645
2021-02-21,OR,2155,1439,44,0,56,39,18,47,169,343,200,1383,572
2021-02-21,PA,23597,19497,2829,0,379,0,0,0,775,117,952,22528,117
2021-02-21,PR,1979,0,0,0,0,0,0,0,0,1979,0,0,0
2021-02-21,RI,2376,1710,103,195,36,1,0,1,1,329,195,1852,329
2021-02-21,SC,8324,4519,2278,0,51,0,0,0,367,1109,202,6130,1992
2021-02-21,SD,1863,1471,7,23,16,258,0,0,14,74,23,1766,74
2021-02-21,TN,11133,8361,1904,0,58,9,6,0,375,420,295,9754,1084
2021-02-21,TX,41343,16598,3816,18648,800,0,0,0,211,1270,18648,21425,1270
2021-02-21,UT,1852,1248,17,274,57,70,55,0,116,113,274,1465,113
2021-02-21,VA,7331,4559,1724,515,261,16,0,30,51,175,515,6641,175
2021-02-21,VI,25,0,0,0,0,0,0,0,0,25,0,0,25
2021-02-21,VT,197,176,1,0,5,1,0,0,2,12,0,171,26
2021-02-21,WA,4822,3408,151,578,364,104,76,57,71,13,578,4231,13
2021-02-21,WI,6871,5923,466,0,122,95,0,0,108,157,381,6162,328
2021-02-21,WV,2261,1622,36,0,0,0,0,0,28,575,0,0,2261
2021-02-21,WY,662,588,2,57,6,50,1,0,8,11,57,594,11
2021-02-17,AK,288,121,9,0,29,104,16,4,1,4,12,267,9
2021-02-17,AL,9346,4343,2044,0,22,0,0,0,277,2660,130,5589,3627
2021-02-17,AR,5313,3926,750,0,34,11,53,13,202,324,180,5133,0
2021-02-17,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,AZ,15063,7342,390,4304,194,1252,0,0,438,1143,4304,9616,1143
2021-02-17,CA,47507,14542,2876,21267,5309,162,277,575,1015,1484,21267,24756,1484
2021-02-17,CO,5838,3746,192,1170,115,36,10,170,40,359,1170,4309,359
2021-02-17,CT,7476,5290,892,748,81,3,0,310,36,116,748,6612,116
2021-02-17,DC,985,105,733,115,13,0,0,0,0,19,115,851,19
2021-02-17,DE,1316,922,297,71,10,0,0,0,14,2,71,1243,2
2021-02-17,FL,29824,15967,4486,6778,0,0,0,0,1308,1285,6778,20461,2585
2021-02-17,GA,16273,8153,4829,791,273,10,7,0,69,2141,791,13282,2200
2021-02-17,GU,130,3,0,0,32,0,75,0,4,16,0,0,130
2021-02-17,HI,427,37,1,0,233,0,130,0,6,20,0,0,427
2021-02-17,IA,5306,4923,127,0,61,17,16,0,47,115,132,5174,0
2021-02-17,ID,1817,1708,9,0,16,35,0,0,37,12,180,1630,7
2021-02-17,IL,22224,11741,3569,3183,717,24,18,0,121,2851,3183,16190,2851
2021-02-17,IN,12250,8714,907,0,66,0,0,0,1528,1035,255,6463,5532
2021-02-17,KS,4521,3500,222,0,57,36,0,0,228,478,290,3576,655
2021-02-17,KY,4336,3521,336,0,22,4,1,106,0,346,67,3774,495
2021-02-17,LA,9391,5619,3637,0,70,12,12,0,38,3,217,8149,1025
2021-02-17,MA,15623,11596,1042,1216,405,11,5,0,1280,68,1216,14339,68
2021-02-17,MD,7630,3894,2631,700,264,0,0,0,74,67,700,6863,67
2021-02-17,ME,654,554,10,0,3,4,0,0,6,77,6,456,192
2021-02-17,MI,16160,10843,3562,0,174,76,0,256,407,842,454,12808,2898
2021-02-17,MN,6390,5312,309,194,251,87,6,91,23,117,194,6079,117
2021-02-17,MO,7470,4688,970,0,64,12,1,0,1225,510,154,5863,1453
2021-02-17,MP,2,0,0,0,0,0,0,0,0,2,0,0,0
2021-02-17,MS,6524,3512,2570,56,17,108,0,0,98,163,56,5351,1117
2021-02-17,MT,1334,817,1,0,1,200,1,0,119,195,23,872,439
2021-02-17,NC,10670,6639,2480,0,112,108,0,0,665,666,756,8273,1641
2021-02-17,ND,1461,0,0,0,0,0,0,0,0,1461,0,0,1461
2021-02-17,NE,2018,1332,58,0,30,25,1,0,24,548,158,1070,790
2021-02-17,NH,1148,868,12,23,8,1,0,1,10,225,23,900,225
2021-02-17,NJ,22632,12266,3578,4150,1125,0,0,0,799,714,4150,17768,714
2021-02-17,NM,3562,1042,48,1385,26,1014,0,0,0,47,1385,2130,47
2021-02-17,NV,4774,2606,443,1126,549,42,0,0,4,4,1126,3644,4
2021-02-17,NY,46527,16297,9202,9513,2793,0,0,0,2702,6020,9513,30994,6020
2021-02-17,OH,16513,13086,1856,0,117,13,5,359,185,892,297,14272,1944
2021-02-17,OK,4089,2945,248,0,54,359,0,0,107,376,203,3210,676
2021-02-17,OR,2143,1436,44,0,56,39,17,47,169,335,200,1379,564
2021-02-17,PA,23319,19055,2778,0,369,0,0,0,757,360,935,22024,360
2021-02-17,PR,1930,0,0,0,0,0,0,0,0,1930,0,0,0
2021-02-17,RI,2352,1710,103,195,36,1,0,1,1,305,195,1852,305
2021-02-17,SC,8117,4400,2229,0,51,0,0,0,356,1081,200,5976,1941
2021-02-17,SD,1844,1457,7,22,16,254,0,0,14,74,22,1748,74
2021-02-17,TN,10985,8248,1884,0,57,9,6,0,373,408,296,9640,1049
2021-02-17,TX,40717,16598,3816,18648,800,0,0,0,211,644,18648,21425,644
2021-02-17,UT,1806,1215,17,267,54,70,55,0,114,110,267,1429,110
2021-02-17,VA,7075,4379,1638,494,252,12,0,70,51,179,494,6402,179
2021-02-17,VI,25,0,0,0,0,0,0,0,0,25,0,0,25
2021-02-17,VT,191,170,1,0,5,1,0,0,2,12,0,165,26
2021-02-17,WA,4759,3368,149,573,353,104,75,57,68,12,573,4174,12
2021-02-17,WI,6798,5831,461,0,121,93,0,0,107,185,379,6060,359
2021-02-17,WV,2225,1588,36,0,0,0,0,0,27,574,0,0,2225
2021-02-17,WY,662,587,2,56,6,50,1,0,8,11,56,595,11
2021-02-14,AK,282,117,9,0,29,103,16,4,1,3,12,261,9
2021-02-14,AL,9242,4297,2022,0,22,0,0,0,276,2625,130,5528,3584
2021-02-14,AR,5265,3883,742,0,34,11,53,13,199,330,179,5086,0
2021-02-14,AS,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,AZ,14978,7297,389,4278,193,1253,0,0,432,1136,4278,9564,1136
2021-02-14,CA,46843,14348,2857,20989,5241,158,276,560,997,1417,20989,24437,1417
2021-02-14,CO,5824,3735,189,1169,115,36,10,168,42,360,1169,4295,360
2021-02-14,CT,7381,5234,884,732,81,3,0,296,35,116,732,6533,116
2021-02-14,DC,979,105,728,115,12,0,0,0,0,19,115,845,19
2021-02-14,DE,1283,896,290,71,10,0,0,0,14,2,71,1210,2
2021-02-14,FL,29275,15652,4419,6669,0,0,0,0,1278,1257,6669,20078,2528
