Date,Sex,Age Group,Total Deaths,COVID-19 Deaths
2020-02-08,All Sex,45-54 Years,"3,252",0
2020-02-08,All Sex,55-64 Years,"7,831",3
2020-02-08,All Sex,65-74 Years,"11,638",0
2020-02-08,All Sex,75-84 Years,"14,447",1
2020-02-08,All Sex,85+ Years,"18,213",0
2020-02-08,Male,All Ages,"30,631",2
2020-02-08,Male,<1 Years,243,0
2020-02-08,Male,1-4 Years,49,0
2020-02-08,Male,5-14 Years,56,0
2020-02-08,Male,15-24 Years,447,0
2020-02-08,Male,25-34 Years,811,0
2020-02-08,Male,35-44 Years,"1,089",0
2020-02-08,Male,45-54 Years,"1,977",0
2020-02-08,Male,55-64 Years,"4,742",2
2020-02-08,Male,65-74 Years,"6,695",0
2020-02-08,Male,75-84 Years,"7,334",0
2020-02-08,Male,85+ Years,"7,188",0
2020-02-08,Female,All Ages,"28,845",2
2020-02-08,Female,<1 Years,197,0
2020-02-08,Female,1-4 Years,36,0
2020-02-08,Female,5-14 Years,43,0
2020-02-08,Female,15-24 Years,163,0
2020-02-08,Female,25-34 Years,369,0
2020-02-08,Female,35-44 Years,592,0
2020-02-08,Female,45-54 Years,"1,275",0
2020-02-08,Female,55-64 Years,"3,089",1
2020-02-08,Female,65-74 Years,"4,943",0
2020-02-08,Female,75-84 Years,"7,113",1
2020-02-08,Female,85+ Years,"11,025",0
2020-02-15,All Sex,All Ages,"58,810",6
2020-02-15,All Sex,<1 Years,383,0
2020-02-15,All Sex,1-4 Years,78,0
2020-02-15,All Sex,5-14 Years,128,0
2020-02-15,All Sex,15-24 Years,571,0
2020-02-15,All Sex,25-34 Years,"1,193",0
2020-02-15,All Sex,35-44 Years,"1,661",0
2020-02-15,All Sex,45-54 Years,"3,067",0
2020-02-15,All Sex,55-64 Years,"7,770",2
2020-02-15,All Sex,65-74 Years,"11,633",0
2020-02-15,All Sex,75-84 Years,"14,361",2
2020-02-15,All Sex,85+ Years,"17,965",2
2020-02-15,Male,All Ages,"30,221",4
2020-02-15,Male,<1 Years,195,0
2020-02-15,Male,1-4 Years,37,0
2020-02-15,Male,5-14 Years,72,0
2020-02-15,Male,15-24 Years,410,0
2020-02-15,Male,25-34 Years,822,0
2020-02-15,Male,35-44 Years,"1,087",0
2020-02-15,Male,45-54 Years,"1,871",0
2020-02-15,Male,55-64 Years,"4,718",2
2020-02-15,Male,65-74 Years,"6,624",0
2020-02-15,Male,75-84 Years,"7,451",1
2020-02-15,Male,85+ Years,"6,934",1
2020-02-15,Female,All Ages,"28,589",2
2020-02-15,Female,<1 Years,188,0
2020-02-15,Female,1-4 Years,41,0
2020-02-15,Female,5-14 Years,56,0
2020-02-15,Female,15-24 Years,161,0
2020-02-15,Female,25-34 Years,371,0
2020-02-15,Female,35-44 Years,574,0
2020-02-15,Female,45-54 Years,"1,196",0
2020-02-15,Female,55-64 Years,"3,052",0
2020-02-15,Female,65-74 Years,"5,009",0
2020-02-15,Female,75-84 Years,"6,910",1
2020-02-15,Female,85+ Years,"11,031",1
2020-02-22,All Sex,All Ages,"58,907",6
2020-02-22,All Sex,<1 Years,372,0
2020-02-22,All Sex,1-4 Years,67,0
2020-02-22,All Sex,5-14 Years,100,0
2020-02-22,All Sex,15-24 Years,553,0
2020-02-22,All Sex,25-34 Years,"1,217",0
2020-02-22,All Sex,35-44 Years,"1,698",1
2020-02-22,All Sex,45-54 Years,"3,283",0
2020-02-22,All Sex,55-64 Years,"7,595",1
2020-02-22,All Sex,65-74 Years,"11,583",1
2020-02-22,All Sex,75-84 Years,"14,343",2
2020-02-22,All Sex,85+ Years,"18,096",1
2020-02-22,Male,All Ages,"30,299",1
2020-02-22,Male,<1 Years,212,0
2020-02-22,Male,1-4 Years,43,0
2020-02-22,Male,5-14 Years,63,0
2020-02-22,Male,15-24 Years,390,0
2020-02-22,Male,25-34 Years,845,0
2020-02-22,Male,35-44 Years,"1,072",0
2020-02-22,Male,45-54 Years,"1,990",0
2020-02-22,Male,55-64 Years,"4,633",0
2020-02-22,Male,65-74 Years,"6,639",1
2020-02-22,Male,75-84 Years,"7,290",0
2020-02-22,Male,85+ Years,"7,122",0
2020-02-22,Female,All Ages,"28,608",5
2020-02-22,Female,<1 Years,160,0
2020-02-22,Female,1-4 Years,24,0
2020-02-22,Female,5-14 Years,37,0
2020-02-22,Female,15-24 Years,163,0
2020-02-22,Female,25-34 Years,372,0
2020-02-22,Female,35-44 Years,626,1
2020-02-22,Female,45-54 Years,"1,293",0
2020-02-22,Female,55-64 Years,"2,962",1
2020-02-22,Female,65-74 Years,"4,944",0
2020-02-22,Female,75-84 Years,"7,053",2
2020-02-22,Female,85+ Years,"10,974",1
2020-02-29,All Sex,All Ages,"59,330",9
2020-02-29,All Sex,<1 Years,419,0
2020-02-29,All Sex,1-4 Years,81,0
2020-02-29,All Sex,5-14 Years,118,0
2020-02-29,All Sex,15-24 Years,573,0
2020-02-29,All Sex,25-34 Years,"1,269",0
2020-02-29,All Sex,35-44 Years,"1,658",1
2020-02-29,All Sex,45-54 Years,"3,305",2
2020-02-29,All Sex,55-64 Years,"7,703",1
2020-02-29,All Sex,65-74 Years,"11,720",2
2020-02-29,All Sex,75-84 Years,"14,444",1
2020-02-29,All Sex,85+ Years,"18,040",2
2020-02-29,Male,All Ages,"30,624",6
2020-02-29,Male,<1 Years,235,0
2020-02-29,Male,1-4 Years,39,0
2020-02-29,Male,5-14 Years,66,0
2020-02-29,Male,15-24 Years,413,0
2020-02-29,Male,25-34 Years,897,0
2020-02-29,Male,35-44 Years,"1,064",0
2020-02-29,Male,45-54 Years,"2,051",2
2020-02-29,Male,55-64 Years,"4,711",1
2020-02-29,Male,65-74 Years,"6,724",1
2020-02-29,Male,75-84 Years,"7,458",1
2020-02-29,Male,85+ Years,"6,966",1
2020-02-29,Female,All Ages,"28,706",3
2020-02-29,Female,<1 Years,184,0
2020-02-29,Female,1-4 Years,42,0
2020-02-29,Female,5-14 Years,52,0
2020-02-29,Female,15-24 Years,160,0
2020-02-29,Female,25-34 Years,372,0
2020-02-29,Female,35-44 Years,594,1
2020-02-29,Female,45-54 Years,"1,254",0
2020-02-29,Female,55-64 Years,"2,992",0
2020-02-29,Female,65-74 Years,"4,996",1
2020-02-29,Female,75-84 Years,"6,986",0
2020-02-29,Female,85+ Years,"11,074",1
2020-03-07,All Sex,All Ages,"59,692",38
2020-03-07,All Sex,<1 Years,376,0
2020-03-07,All Sex,1-4 Years,71,0
2020-03-07,All Sex,5-14 Years,97,0
2020-03-07,All Sex,15-24 Years,577,0
2020-03-07,All Sex,25-34 Years,"1,222",1
2020-03-07,All Sex,35-44 Years,"1,799",1
2020-03-07,All Sex,45-54 Years,"3,249",0
2020-03-07,All Sex,55-64 Years,"7,811",5
2020-03-07,All Sex,65-74 Years,"11,800",11
2020-03-07,All Sex,75-84 Years,"14,561",8
2020-03-07,All Sex,85+ Years,"18,129",12
2020-03-07,Male,All Ages,"31,085",22
2020-03-07,Male,<1 Years,205,0
2020-03-07,Male,1-4 Years,47,0
2020-03-07,Male,5-14 Years,58,0
2020-03-07,Male,15-24 Years,444,0
2020-03-07,Male,25-34 Years,820,1
2020-03-07,Male,35-44 Years,"1,157",1
2020-03-07,Male,45-54 Years,"1,985",0
2020-03-07,Male,55-64 Years,"4,829",5
2020-03-07,Male,65-74 Years,"6,842",8
2020-03-07,Male,75-84 Years,"7,554",4
2020-03-07,Male,85+ Years,"7,144",3
2020-03-07,Female,All Ages,"28,607",16
2020-03-07,Female,<1 Years,171,0
2020-03-07,Female,1-4 Years,24,0
2020-03-07,Female,5-14 Years,39,0
2020-03-07,Female,15-24 Years,133,0
2020-03-07,Female,25-34 Years,402,0
2020-03-07,Female,35-44 Years,642,0
2020-03-07,Female,45-54 Years,"1,264",0
2020-03-07,Female,55-64 Years,"2,982",0
2020-03-07,Female,65-74 Years,"4,958",3
2020-03-07,Female,75-84 Years,"7,007",4
2020-03-07,Female,85+ Years,"10,985",9
2020-03-14,All Sex,All Ages,"58,667",60
2020-03-14,All Sex,<1 Years,366,0
2020-03-14,All Sex,1-4 Years,68,0
2020-03-14,All Sex,5-14 Years,113,0
2020-03-14,All Sex,15-24 Years,610,0
2020-03-14,All Sex,25-34 Years,"1,190",1
2020-03-14,All Sex,35-44 Years,"1,738",0
2020-03-14,All Sex,45-54 Years,"3,191",2
2020-03-14,All Sex,55-64 Years,"7,607",6
2020-03-14,All Sex,65-74 Years,"11,740",17
2020-03-14,All Sex,75-84 Years,"14,174",16
2020-03-14,All Sex,85+ Years,"17,870",18
2020-03-14,Male,All Ages,"30,416",29
2020-03-14,Male,<1 Years,215,0
2020-03-14,Male,1-4 Years,45,0
2020-03-14,Male,5-14 Years,68,0
2020-03-14,Male,15-24 Years,456,0
2020-03-14,Male,25-34 Years,836,1
2020-03-14,Male,35-44 Years,"1,120",0
2020-03-14,Male,45-54 Years,"1,985",1
2020-03-14,Male,55-64 Years,"4,552",4
2020-03-14,Male,65-74 Years,"6,781",8
2020-03-14,Male,75-84 Years,"7,350",8
2020-03-14,Male,85+ Years,"7,008",7
2020-03-14,Female,All Ages,"28,251",31
2020-03-14,Female,<1 Years,151,0
2020-03-14,Female,1-4 Years,23,0
2020-03-14,Female,5-14 Years,45,0
2020-03-14,Female,15-24 Years,154,0
2020-03-14,Female,25-34 Years,354,0
2020-03-14,Female,35-44 Years,618,0
2020-03-14,Female,45-54 Years,"1,206",1
2020-03-14,Female,55-64 Years,"3,055",2
2020-03-14,Female,65-74 Years,"4,959",9
2020-03-14,Female,75-84 Years,"6,824",8
2020-03-14,Female,85+ Years,"10,862",11
2020-03-21,All Sex,All Ages,"59,212",588
2020-03-21,All Sex,<1 Years,396,0
2020-03-21,All Sex,1-4 Years,82,1
2020-03-21,All Sex,5-14 Years,98,1
2020-03-21,All Sex,15-24 Years,593,1
2020-03-21,All Sex,25-34 Years,"1,233",5
2020-03-21,All Sex,35-44 Years,"1,788",19
2020-03-21,All Sex,45-54 Years,"3,204",42
2020-03-21,All Sex,55-64 Years,"7,701",69
2020-03-21,All Sex,65-74 Years,"11,800",143
2020-03-21,All Sex,75-84 Years,"14,635",161
2020-03-21,All Sex,85+ Years,"17,682",146
2020-03-21,Male,All Ages,"30,604",367
2020-03-21,Male,<1 Years,236,0
2020-03-21,Male,1-4 Years,46,1
2020-03-21,Male,5-14 Years,53,1
2020-03-21,Male,15-24 Years,428,0
2020-03-21,Male,25-34 Years,848,4
2020-03-21,Male,35-44 Years,"1,150",10
2020-03-21,Male,45-54 Years,"1,972",34
2020-03-21,Male,55-64 Years,"4,670",55
2020-03-21,Male,65-74 Years,"6,755",90
2020-03-21,Male,75-84 Years,"7,565",93
2020-03-21,Male,85+ Years,"6,881",79
2020-03-21,Female,All Ages,"28,608",221
2020-03-21,Female,<1 Years,160,0
2020-03-21,Female,1-4 Years,36,0
2020-03-21,Female,5-14 Years,45,0
2020-03-21,Female,15-24 Years,165,1
2020-03-21,Female,25-34 Years,385,1
2020-03-21,Female,35-44 Years,638,9
2020-03-21,Female,45-54 Years,"1,232",8
2020-03-21,Female,55-64 Years,"3,031",14
2020-03-21,Female,65-74 Years,"5,045",53
2020-03-21,Female,75-84 Years,"7,070",68
2020-03-21,Female,85+ Years,"10,801",67
2020-03-28,All Sex,All Ages,"63,020","3,226"
2020-03-28,All Sex,<1 Years,377,2
2020-03-28,All Sex,1-4 Years,77,0
2020-03-28,All Sex,5-14 Years,77,1
2020-03-28,All Sex,15-24 Years,607,6
2020-03-28,All Sex,25-34 Years,"1,294",44
2020-03-28,All Sex,35-44 Years,"1,877",117
2020-03-28,All Sex,45-54 Years,"3,444",249
2020-03-28,All Sex,55-64 Years,"8,130",471
2020-03-28,All Sex,65-74 Years,"12,240",721
2020-03-28,All Sex,75-84 Years,"15,564",848
2020-03-28,All Sex,85+ Years,"19,333",767
2020-03-28,Male,All Ages,"32,806","1,960"
2020-03-28,Male,<1 Years,193,1
2020-03-28,Male,1-4 Years,46,0
2020-03-28,Male,5-14 Years,44,1
2020-03-28,Male,15-24 Years,465,5
2020-03-28,Male,25-34 Years,874,28
2020-03-28,Male,35-44 Years,"1,231",82
2020-03-28,Male,45-54 Years,"2,166",178
2020-03-28,Male,55-64 Years,"4,959",313
2020-03-28,Male,65-74 Years,"7,172",465
2020-03-28,Male,75-84 Years,"8,186",505
2020-03-28,Male,85+ Years,"7,470",382
2020-03-28,Female,All Ages,"30,214","1,266"
2020-03-28,Female,<1 Years,184,1
2020-03-28,Female,1-4 Years,31,0
2020-03-28,Female,5-14 Years,33,0
2020-03-28,Female,15-24 Years,142,1
2020-03-28,Female,25-34 Years,420,16
2020-03-28,Female,35-44 Years,646,35
2020-03-28,Female,45-54 Years,"1,278",71
2020-03-28,Female,55-64 Years,"3,171",158
2020-03-28,Female,65-74 Years,"5,068",256
2020-03-28,Female,75-84 Years,"7,378",343
2020-03-28,Female,85+ Years,"11,863",385
2020-04-04,All Sex,All Ages,"72,287","10,140"
2020-04-04,All Sex,<1 Years,343,1
2020-04-04,All Sex,1-4 Years,58,0
2020-04-04,All Sex,5-14 Years,98,0
2020-04-04,All Sex,15-24 Years,619,14
2020-04-04,All Sex,25-34 Years,"1,415",117
2020-04-04,All Sex,35-44 Years,"2,031",269
2020-04-04,All Sex,45-54 Years,"4,055",702
2020-04-04,All Sex,55-64 Years,"9,544","1,479"
2020-04-04,All Sex,65-74 Years,"14,411","2,373"
2020-04-04,All Sex,75-84 Years,"17,762","2,687"
2020-04-04,All Sex,85+ Years,"21,951","2,498"
2020-04-04,Male,All Ages,"38,273","6,104"
2020-04-04,Male,<1 Years,194,1
2020-04-04,Male,1-4 Years,28,0
2020-04-04,Male,5-14 Years,57,0
2020-04-04,Male,15-24 Years,443,10
2020-04-04,Male,25-34 Years,962,80
2020-04-04,Male,35-44 Years,"1,325",197
2020-04-04,Male,45-54 Years,"2,630",519
2020-04-04,Male,55-64 Years,"5,980",995
2020-04-04,Male,65-74 Years,"8,516","1,498"
2020-04-04,Male,75-84 Years,"9,405","1,613"
2020-04-04,Male,85+ Years,"8,733","1,191"
2020-04-04,Female,All Ages,"34,014","4,036"
2020-04-04,Female,<1 Years,149,0
2020-04-04,Female,1-4 Years,30,0
2020-04-04,Female,5-14 Years,41,0
2020-04-04,Female,15-24 Years,176,4
2020-04-04,Female,25-34 Years,453,37
2020-04-04,Female,35-44 Years,706,72
2020-04-04,Female,45-54 Years,"1,425",183
2020-04-04,Female,55-64 Years,"3,564",484
2020-04-04,Female,65-74 Years,"5,895",875
2020-04-04,Female,75-84 Years,"8,357","1,074"
2020-04-04,Female,85+ Years,"13,218","1,307"
2020-04-11,All Sex,All Ages,"79,088","16,347"
2020-04-11,All Sex,<1 Years,390,1
2020-04-11,All Sex,1-4 Years,56,1
2020-04-11,All Sex,5-14 Years,102,2
2020-04-11,All Sex,15-24 Years,695,25
2020-04-11,All Sex,25-34 Years,"1,426",113
2020-04-11,All Sex,35-44 Years,"2,255",310
2020-04-11,All Sex,45-54 Years,"4,274",855
2020-04-11,All Sex,55-64 Years,"10,132","2,191"
2020-04-11,All Sex,65-74 Years,"15,842","3,661"
2020-04-11,All Sex,75-84 Years,"19,468","4,449"
2020-04-11,All Sex,85+ Years,"24,448","4,739"
2020-04-11,Male,All Ages,"41,679","9,309"
2020-04-11,Male,<1 Years,228,0
2020-04-11,Male,1-4 Years,26,0
2020-04-11,Male,5-14 Years,63,2
2020-04-11,Male,15-24 Years,513,17
2020-04-11,Male,25-34 Years,"1,038",77
2020-04-11,Male,35-44 Years,"1,520",226
2020-04-11,Male,45-54 Years,"2,736",621
2020-04-11,Male,55-64 Years,"6,323","1,456"
2020-04-11,Male,65-74 Years,"9,343","2,302"
2020-04-11,Male,75-84 Years,"10,256","2,552"
2020-04-11,Male,85+ Years,"9,633","2,056"
2020-04-11,Female,All Ages,"37,409","7,038"
2020-04-11,Female,<1 Years,162,1
2020-04-11,Female,1-4 Years,30,1
2020-04-11,Female,5-14 Years,39,0
2020-04-11,Female,15-24 Years,182,8
2020-04-11,Female,25-34 Years,388,36
2020-04-11,Female,35-44 Years,735,84
2020-04-11,Female,45-54 Years,"1,538",234
2020-04-11,Female,55-64 Years,"3,809",735
2020-04-11,Female,65-74 Years,"6,499","1,359"
2020-04-11,Female,75-84 Years,"9,212","1,897"
2020-04-11,Female,85+ Years,"14,815","2,683"
2020-04-18,All Sex,All Ages,"76,801","17,220"
2020-04-18,All Sex,<1 Years,358,0
2020-04-18,All Sex,1-4 Years,54,0
2020-04-18,All Sex,5-14 Years,89,0
2020-04-18,All Sex,15-24 Years,613,17
2020-04-18,All Sex,25-34 Years,"1,424",120
2020-04-18,All Sex,35-44 Years,"2,029",285
2020-04-18,All Sex,45-54 Years,"4,091",798
2020-04-18,All Sex,55-64 Years,"9,531","2,030"
2020-04-18,All Sex,65-74 Years,"15,035","3,580"
2020-04-18,All Sex,75-84 Years,"18,917","4,660"
2020-04-18,All Sex,85+ Years,"24,660","5,730"
2020-04-18,Male,All Ages,"40,054","9,352"
2020-04-18,Male,<1 Years,198,0
2020-04-18,Male,1-4 Years,37,0
2020-04-18,Male,5-14 Years,55,0
2020-04-18,Male,15-24 Years,440,12
2020-04-18,Male,25-34 Years,"1,014",92
2020-04-18,Male,35-44 Years,"1,345",197
2020-04-18,Male,45-54 Years,"2,599",551
2020-04-18,Male,55-64 Years,"5,944","1,354"
2020-04-18,Male,65-74 Years,"9,000","2,296"
2020-04-18,Male,75-84 Years,"9,949","2,551"
2020-04-18,Male,85+ Years,"9,473","2,299"
2020-04-18,Female,All Ages,"36,747","7,868"
2020-04-18,Female,<1 Years,160,0
2020-04-18,Female,1-4 Years,17,0
2020-04-18,Female,5-14 Years,34,0
2020-04-18,Female,15-24 Years,173,5
2020-04-18,Female,25-34 Years,410,28
2020-04-18,Female,35-44 Years,684,88
2020-04-18,Female,45-54 Years,"1,492",247
2020-04-18,Female,55-64 Years,"3,587",676
2020-04-18,Female,65-74 Years,"6,035","1,284"
2020-04-18,Female,75-84 Years,"8,968","2,109"
2020-04-18,Female,85+ Years,"15,187","3,431"
2020-04-25,All Sex,All Ages,"73,907","15,557"
2020-04-25,All Sex,<1 Years,374,2
2020-04-25,All Sex,1-4 Years,65,0
2020-04-25,All Sex,5-14 Years,106,1
2020-04-25,All Sex,15-24 Years,701,23
2020-04-25,All Sex,25-34 Years,"1,442",73
2020-04-25,All Sex,35-44 Years,"2,068",214
2020-04-25,All Sex,45-54 Years,"3,918",701
2020-04-25,All Sex,55-64 Years,"9,359","1,758"
2020-04-25,All Sex,65-74 Years,"14,135","3,069"
2020-04-25,All Sex,75-84 Years,"18,158","4,215"
2020-04-25,All Sex,85+ Years,"23,581","5,501"
2020-04-25,Male,All Ages,"38,257","8,179"
2020-04-25,Male,<1 Years,220,1
2020-04-25,Male,1-4 Years,40,0
2020-04-25,Male,5-14 Years,65,0
2020-04-25,Male,15-24 Years,518,17
2020-04-25,Male,25-34 Years,"1,010",46
2020-04-25,Male,35-44 Years,"1,410",159
2020-04-25,Male,45-54 Years,"2,463",467
2020-04-25,Male,55-64 Years,"5,829","1,171"
2020-04-25,Male,65-74 Years,"8,392","1,937"
2020-04-25,Male,75-84 Years,"9,476","2,259"
2020-04-25,Male,85+ Years,"8,834","2,122"
2020-04-25,Female,All Ages,"35,650","7,378"
2020-04-25,Female,<1 Years,154,1
2020-04-25,Female,1-4 Years,25,0
2020-04-25,Female,5-14 Years,41,1
2020-04-25,Female,15-24 Years,183,6
2020-04-25,Female,25-34 Years,432,27
2020-04-25,Female,35-44 Years,658,55
2020-04-25,Female,45-54 Years,"1,455",234
2020-04-25,Female,55-64 Years,"3,530",587
2020-04-25,Female,65-74 Years,"5,743","1,132"
2020-04-25,Female,75-84 Years,"8,682","1,956"
2020-04-25,Female,85+ Years,"14,747","3,379"
2020-05-02,All Sex,All Ages,"69,294","13,221"
2020-05-02,All Sex,<1 Years,342,1
2020-05-02,All Sex,1-4 Years,67,0
2020-05-02,All Sex,5-14 Years,96,3
2020-05-02,All Sex,15-24 Years,659,13
2020-05-02,All Sex,25-34 Years,"1,467",79
2020-05-02,All Sex,35-44 Years,"2,129",204
2020-05-02,All Sex,45-54 Years,"3,737",516
2020-05-02,All Sex,55-64 Years,"8,724","1,407"
2020-05-02,All Sex,65-74 Years,"13,671","2,644"
2020-05-02,All Sex,75-84 Years,"16,632","3,504"
2020-05-02,All Sex,85+ Years,"21,770","4,850"
2020-05-02,Male,All Ages,"35,937","6,815"
2020-05-02,Male,<1 Years,184,1
2020-05-02,Male,1-4 Years,36,0
2020-05-02,Male,5-14 Years,62,2
2020-05-02,Male,15-24 Years,494,6
2020-05-02,Male,25-34 Years,"1,027",52
2020-05-02,Male,35-44 Years,"1,396",153
2020-05-02,Male,45-54 Years,"2,411",365
2020-05-02,Male,55-64 Years,"5,531",915
2020-05-02,Male,65-74 Years,"8,001","1,664"
2020-05-02,Male,75-84 Years,"8,669","1,876"
2020-05-02,Male,85+ Years,"8,126","1,781"
2020-05-02,Female,All Ages,"33,357","6,406"
2020-05-02,Female,<1 Years,158,0
2020-05-02,Female,1-4 Years,31,0
2020-05-02,Female,5-14 Years,34,1
2020-05-02,Female,15-24 Years,165,7
2020-05-02,Female,25-34 Years,440,27
2020-05-02,Female,35-44 Years,733,51
2020-05-02,Female,45-54 Years,"1,326",151
2020-05-02,Female,55-64 Years,"3,193",492
2020-05-02,Female,65-74 Years,"5,670",980
2020-05-02,Female,75-84 Years,"7,963","1,628"
2020-05-02,Female,85+ Years,"13,644","3,069"
2020-05-09,All Sex,All Ages,"66,811","11,243"
2020-05-09,All Sex,<1 Years,371,2
2020-05-09,All Sex,1-4 Years,78,1
2020-05-09,All Sex,5-14 Years,102,4
2020-05-09,All Sex,15-24 Years,711,19
2020-05-09,All Sex,25-34 Years,"1,451",60
2020-05-09,All Sex,35-44 Years,"2,102",172
2020-05-09,All Sex,45-54 Years,"3,865",462
2020-05-09,All Sex,55-64 Years,"8,767","1,274"
2020-05-09,All Sex,65-74 Years,"13,075","2,303"
2020-05-09,All Sex,75-84 Years,"16,033","2,919"
2020-05-09,All Sex,85+ Years,"20,256","4,027"
2020-05-09,Male,All Ages,"34,979","5,813"
2020-05-09,Male,<1 Years,219,1
2020-05-09,Male,1-4 Years,50,0
2020-05-09,Male,5-14 Years,67,4
2020-05-09,Male,15-24 Years,537,13
2020-05-09,Male,25-34 Years,995,37
2020-05-09,Male,35-44 Years,"1,425",118
2020-05-09,Male,45-54 Years,"2,469",338
2020-05-09,Male,55-64 Years,"5,522",836
2020-05-09,Male,65-74 Years,"7,721","1,456"
2020-05-09,Male,75-84 Years,"8,347","1,563"
2020-05-09,Male,85+ Years,"7,627","1,447"
2020-05-09,Female,All Ages,"31,832","5,430"
2020-05-09,Female,<1 Years,152,1
2020-05-09,Female,1-4 Years,28,1
2020-05-09,Female,5-14 Years,35,0
2020-05-09,Female,15-24 Years,174,6
2020-05-09,Female,25-34 Years,456,23
2020-05-09,Female,35-44 Years,677,54
2020-05-09,Female,45-54 Years,"1,396",124
2020-05-09,Female,55-64 Years,"3,245",438
2020-05-09,Female,65-74 Years,"5,354",847
2020-05-09,Female,75-84 Years,"7,686","1,356"
2020-05-09,Female,85+ Years,"12,629","2,580"
2020-05-16,All Sex,All Ages,"64,479","9,239"
2020-05-16,All Sex,<1 Years,405,1
2020-05-16,All Sex,1-4 Years,73,1
2020-05-16,All Sex,5-14 Years,94,3
2020-05-16,All Sex,15-24 Years,673,12
2020-05-16,All Sex,25-34 Years,"1,446",59
2020-05-16,All Sex,35-44 Years,"2,087",144
2020-05-16,All Sex,45-54 Years,"3,753",420
2020-05-16,All Sex,55-64 Years,"8,280","1,014"
2020-05-16,All Sex,65-74 Years,"12,564","1,828"
2020-05-16,All Sex,75-84 Years,"15,299","2,340"
2020-05-16,All Sex,85+ Years,"19,805","3,417"
2020-05-16,Male,All Ages,"33,296","4,525"
2020-05-16,Male,<1 Years,227,0
2020-05-16,Male,1-4 Years,47,1
2020-05-16,Male,5-14 Years,59,3
2020-05-16,Male,15-24 Years,490,9
2020-05-16,Male,25-34 Years,"1,056",45
2020-05-16,Male,35-44 Years,"1,393",103
2020-05-16,Male,45-54 Years,"2,392",288
2020-05-16,Male,55-64 Years,"5,100",647
2020-05-16,Male,65-74 Years,"7,236","1,056"
2020-05-16,Male,75-84 Years,"7,902","1,202"
2020-05-16,Male,85+ Years,"7,394","1,171"
2020-05-16,Female,All Ages,"31,183","4,714"
2020-05-16,Female,<1 Years,178,1
2020-05-16,Female,1-4 Years,26,0
2020-05-16,Female,5-14 Years,35,0
2020-05-16,Female,15-24 Years,183,3
2020-05-16,Female,25-34 Years,390,14
2020-05-16,Female,35-44 Years,694,41
2020-05-16,Female,45-54 Years,"1,361",132
2020-05-16,Female,55-64 Years,"3,180",367
2020-05-16,Female,65-74 Years,"5,328",772
2020-05-16,Female,75-84 Years,"7,397","1,138"
2020-05-16,Female,85+ Years,"12,411","2,246"
2020-05-23,All Sex,All Ages,"61,623","7,248"
2020-05-23,All Sex,<1 Years,390,0
2020-05-23,All Sex,1-4 Years,72,0
2020-05-23,All Sex,5-14 Years,106,0
2020-05-23,All Sex,15-24 Years,677,6
2020-05-23,All Sex,25-34 Years,"1,516",61
2020-05-23,All Sex,35-44 Years,"2,075",115
2020-05-23,All Sex,45-54 Years,"3,645",330
2020-05-23,All Sex,55-64 Years,"8,224",867
2020-05-23,All Sex,65-74 Years,"12,003","1,457"
2020-05-23,All Sex,75-84 Years,"14,451","1,869"
2020-05-23,All Sex,85+ Years,"18,464","2,543"
2020-05-23,Male,All Ages,"31,979","3,720"
2020-05-23,Male,<1 Years,220,0
2020-05-23,Male,1-4 Years,40,0
2020-05-23,Male,5-14 Years,67,0
2020-05-23,Male,15-24 Years,499,3
2020-05-23,Male,25-34 Years,"1,081",43
2020-05-23,Male,35-44 Years,"1,383",82
2020-05-23,Male,45-54 Years,"2,310",222
2020-05-23,Male,55-64 Years,"5,106",580
2020-05-23,Male,65-74 Years,"6,911",887
2020-05-23,Male,75-84 Years,"7,405",977
2020-05-23,Male,85+ Years,"6,957",926
2020-05-23,Female,All Ages,"29,644","3,528"
2020-05-23,Female,<1 Years,170,0
2020-05-23,Female,1-4 Years,32,0
2020-05-23,Female,5-14 Years,39,0
2020-05-23,Female,15-24 Years,178,3
2020-05-23,Female,25-34 Years,435,18
2020-05-23,Female,35-44 Years,692,33
2020-05-23,Female,45-54 Years,"1,335",108
2020-05-23,Female,55-64 Years,"3,118",287
2020-05-23,Female,65-74 Years,"5,092",570
2020-05-23,Female,75-84 Years,"7,046",892
2020-05-23,Female,85+ Years,"11,507","1,617"
2020-05-30,All Sex,All Ages,"59,680","6,176"
2020-05-30,All Sex,<1 Years,382,0
2020-05-30,All Sex,1-4 Years,69,1
2020-05-30,All Sex,5-14 Years,113,1
2020-05-30,All Sex,15-24 Years,675,11
2020-05-30,All Sex,25-34 Years,"1,499",39
2020-05-30,All Sex,35-44 Years,"2,073",104
2020-05-30,All Sex,45-54 Years,"3,649",310
2020-05-30,All Sex,55-64 Years,"7,746",717
2020-05-30,All Sex,65-74 Years,"11,782","1,285"
2020-05-30,All Sex,75-84 Years,"14,119","1,552"
2020-05-30,All Sex,85+ Years,"17,573","2,156"
2020-05-30,Male,All Ages,"31,360","3,161"
2020-05-30,Male,<1 Years,229,0
2020-05-30,Male,1-4 Years,37,0
2020-05-30,Male,5-14 Years,78,0
2020-05-30,Male,15-24 Years,506,6
2020-05-30,Male,25-34 Years,"1,066",30
2020-05-30,Male,35-44 Years,"1,384",72
2020-05-30,Male,45-54 Years,"2,395",208
2020-05-30,Male,55-64 Years,"4,884",487
